z=   3.7800000e+00 0.
TotalEnergy(erg)    2.1480115092762499e+06    4.7330948785175150e+05
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)    5.7716035364204189e+06    8.0636734776875866e+05
Energy2(erg)    1.3362626460540292e+06    4.0892109491114621e+05
T_min_T_max    1.7928870400198555e+01    2.0947698870150307e+03
Interval1    1.7928870400198555e+01    3.9802892944908177e+02
Interval2    3.9802892944908177e+02    2.0947698870150307e+03
