T_start(s)	T_end(s)	Midtime(s)	Exp_time(s)	Mag	MagErr	Filter	Telescope	Source
107.	-9.	-9.	-9.	18.23	-9.	white	UVOT	ferrero09
127.	-9.	-9.	-9.	17.97	-9.	white	UVOT	ferrero09
152.	-9.	-9.	-9.	18.06	-9.	white	UVOT	ferrero09
182.	-9.	-9.	-9.	17.83	-9.	white	UVOT	ferrero09
4690.	-9.	-9.	-9.	19.81	-9.	white	UVOT	ferrero09
6120.	-9.	-9.	-9.	20.14	-9.	white	UVOT	ferrero09
17600.	-9.	-9.	-9.	20.9	-9.	white	UVOT	ferrero09
85.7	-9.	-9.	-9.	17.72	-9.	v	UVOT	ferrero09
220.	-9.	-9.	-9.	16.66	-9.	v	UVOT	ferrero09
263.	-9.	-9.	-9.	16.69	-9.	v	UVOT	ferrero09
318.	-9.	-9.	-9.	16.37	-9.	v	UVOT	ferrero09
383.	-9.	-9.	-9.	16.67	-9.	v	UVOT	ferrero09
463.	-9.	-9.	-9.	16.45	-9.	v	UVOT	ferrero09
551.	-9.	-9.	-9.	16.6	-9.	v	UVOT	ferrero09
5100.	-9.	-9.	-9.	18.45	-9.	v	UVOT	ferrero09
10000.	-9.	-9.	-9.	19.33	-9.	v	UVOT	ferrero09
34100.	-9.	-9.	-9.	20.57	-9.	v	UVOT	ferrero09
51400.	-9.	-9.	-9.	20.58	-9.	v	UVOT	ferrero09
68800.	-9.	-9.	-9.	20.53	-9.	v	UVOT	ferrero09
117000.	-9.	-9.	-9.	21.4	-9.	v	UVOT	ferrero09
184000.	-9.	-9.	-9.	21.32	-9.	v	UVOT	ferrero09
4490.	-9.	-9.	-9.	20.1	-9.	b	UVOT	ferrero09
5920.	-9.	-9.	-9.	20.2	-9.	b	UVOT	ferrero09
16700.	-9.	-9.	-9.	21.06	-9.	b	UVOT	ferrero09
23400.	-9.	-9.	-9.	21.27	-9.	b	UVOT	ferrero09
40700.	-9.	-9.	-9.	21.02	-9.	b	UVOT	ferrero09
58100.	-9.	-9.	-9.	20.98	-9.	b	UVOT	ferrero09
4280.	-9.	-9.	-9.	20.39	-9.	u	UVOT	ferrero09
5710.	-9.	-9.	-9.	20.22	-9.	u	UVOT	ferrero09
15800.	-9.	-9.	-9.	21.89	-9.	u	UVOT	ferrero09
22600.	-9.	-9.	-9.	21.57	-9.	u	UVOT	ferrero09
29200.	-9.	-9.	-9.	20.19	-9.	u	UVOT	ferrero09
43100.	-9.	-9.	-9.	22.68	-9.	u	UVOT	ferrero09
60500.	-9.	-9.	-9.	21.79	-9.	u	UVOT	ferrero09
4080.	-9.	-9.	-9.	19.87	-9.	uvw1	UVOT	ferrero09
5510.	-9.	-9.	-9.	19.27	-9.	uvw1	UVOT	ferrero09
11800.	-9.	-9.	-9.	19.92	-9.	uvw1	UVOT	ferrero09
21600.	-9.	-9.	-9.	21.54	-9.	uvw1	UVOT	ferrero09
28500.	-9.	-9.	-9.	20.9	-9.	uvw1	UVOT	ferrero09
42200.	-9.	-9.	-9.	21.28	-9.	uvw1	UVOT	ferrero09
59600.	-9.	-9.	-9.	22.37	-9.	uvw1	UVOT	ferrero09
73700.	-9.	-9.	-9.	21.22	-9.	uvw1	UVOT	ferrero09
3870.	-9.	-9.	-9.	21.95	-9.	uvm2	UVOT	ferrero09
5300.	-9.	-9.	-9.	21.85	-9.	uvm2	UVOT	ferrero09
10900.	-9.	-9.	-9.	21.58	-9.	uvm2	UVOT	ferrero09
27600.	-9.	-9.	-9.	20.93	-9.	uvm2	UVOT	ferrero09
34900.	-9.	-9.	-9.	21.36	-9.	uvm2	UVOT	ferrero09
