Tstart(s)          Tend(s)      Tmid(s)  ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  Calib   Galactic Extiction   Host     Corrected? Notes  
           44.7           122.7            -9.0    -9.000    -9.000 CR   17.620 100.0000  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 1 NNN  0.000  0.000 0 nnn
          130.5           417.2            -9.0    -9.000    -9.000 CR   18.910   0.3700  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
          426.6          1111.3            -9.0    -9.000    -9.000 CR   20.050   0.3500  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
         1121.0          1805.7            -9.0    -9.000    -9.000 CR   19.420   0.1900  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
         1815.1          2152.7            -9.0    -9.000    -9.000 CR   18.470   0.1600  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
         2162.5          2499.9            -9.0    -9.000    -9.000 CR   18.220   0.1700  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
         2509.6          2847.5            -9.0    -9.000    -9.000 CR   18.500   0.2500  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
         2857.4          3195.2            -9.0    -9.000    -9.000 CR   18.540   0.2400  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
         3205.0          3889.9            -9.0    -9.000    -9.000 CR   18.680   0.1500  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
         4202.6          4887.6            -9.0    -9.000    -9.000 CR   18.660   0.1100  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
         4897.1          5581.7            -9.0    -9.000    -9.000 CR   19.390 100.0000  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 1 NNN  0.000  0.000 0 nnn
         5591.1          6277.4            -9.0    -9.000    -9.000 CR   18.940   0.2200  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
         6286.7          6972.3            -9.0    -9.000    -9.000 CR   19.320   0.2700  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
         7829.1          8514.6            -9.0    -9.000    -9.000 CR   19.040   0.1700  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
         8524.1          9209.8            -9.0    -9.000    -9.000 CR   19.120   0.3000  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
         9219.6          9904.5            -9.0    -9.000    -9.000 CR   18.680 100.0000  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 1 NNN  0.000  0.000 0 nnn
