time_sec	mag	mag_err	band
768.95	20.191262061336896	0.35000013327532287	R
1463.35	19.561262934532493	0.189999969146345	R
1983.9	18.61126163609679	0.15999996977613412	R
2331.2	18.36126201942595	0.17000003379285458	R
2678.55	18.6412630628042	0.24999988842130194	R
3026.3	18.681261526483862	0.23999997199136205	R
3547.45	18.82126072532172	0.1499999905476784	R
4545.1	18.801262316968867	0.10999998979941977	R
5934.25	19.081261195489358	0.22000003385037809	R
6629.5	19.461262080329167	0.2700000277944426	R
8171.85	19.181262057656614	0.16999997049280857	R
8866.95	19.261261096536145	0.30000000860391896	R
