Tstart(s)          Tend(s)      Tmid(s)  ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  Calib   Galactic Extiction   Host     Corrected? Notes  
           -9.0            -9.0            78.5     5.000    -9.000 v   43.092  -9.0000   0.0900   0.0831  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0            88.5     5.000    -9.000 v   43.111  -9.0000   0.0899   0.0830  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0           103.5    10.000    -9.000 v   42.970  -9.0000   0.0607   0.0575  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0           123.5    10.000    -9.000 v   42.922  -9.0000   0.0602   0.0570  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0           143.5     9.996    -9.000 v   42.890  -9.0000   0.0596   0.0565  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0           168.6    15.098    -9.000 v   42.852  -9.0000   0.0575   0.0546  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0           203.7    20.000    -9.000 v   42.669  -9.0000   0.0744   0.0697  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0           243.7    20.000    -9.000 v   42.473  -9.0000   0.0677   0.0638  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0           288.7    25.000    -9.000 v   42.374  -9.0000   0.0578   0.0549  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0           343.7    30.000    -9.000 v   42.404  -9.0000   0.0531   0.0506  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0           413.7    40.000    -9.000 v   42.459  -9.0000   0.0471   0.0451  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0           503.7    50.000    -9.000 v   42.474  -9.0000   0.0421   0.0405  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0           609.6    55.902    -9.000 v   42.705  -9.0000   0.0513   0.0490  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0           743.0    72.500    -9.000 v   42.821  -9.0000   0.0368   0.0356  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0           907.1    86.598    -9.000 v   43.015  -9.0000   0.0177   0.0174  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0          1103.7   110.000    -9.000 v   43.292  -9.0000   0.0431   0.0415  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0          1346.6   132.902    -9.000 v   43.493  -9.0000   0.0389   0.0376  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0          1654.0   144.500    -9.000 v   43.708  -9.0000   0.0405   0.0391  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0          5815.0   508.500    -9.000 v   45.244  -9.0000   0.0657   0.0619  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0          6962.5   633.000    -9.000 v   45.395  -9.0000   0.0456   0.0438  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0         12426.5   908.000    -9.000 v   46.261  -9.0000   0.0451   0.0433  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0         18387.0   773.500    -9.000 v   46.538  -9.0000   0.1727   0.1490  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0         24307.5   635.000    -9.000 v   46.681  -9.0000   0.0850   0.0788  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0         32019.5  2318.000    -9.000 v   47.074  -9.0000   0.1370   0.1217  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0         39010.5  3280.000    -9.000 v   47.377  -9.0000   0.1832   0.1567  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0         49700.0  4156.500    -9.000 v   47.792  -9.0000   0.1455   0.1283  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0         63311.0  6242.500    -9.000 v   47.610  -9.0000   0.1291   0.1153  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0         76165.0  6604.500    -9.000 v   48.006  -9.0000   0.1715   0.1481  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0         93060.5  7056.000    -9.000 v   48.093  -9.0000   0.2366   0.1942  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0        115839.0 11466.500    -9.000 v   48.171  -9.0000   0.1953   0.1655  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0        142378.5 13904.000    -9.000 v   47.830  -9.0000   0.1742   0.1500  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0        165355.0  9066.500    -9.000 v   47.924  -9.0000   0.0801   0.0746  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0        211696.0 20565.500    -9.000 v   48.159  -9.0000   0.1257   0.1127  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0        263815.0 26198.500    -9.000 v   48.452  -9.0000   0.1004   0.0919  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0        322220.5 32201.000    -9.000 v   49.056  -9.0000   0.1794   0.1539  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0        399640.5 39921.000    -9.000 v   49.163  -9.0000   0.1631   0.1417  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0        486635.5 47067.000    -9.000 v   49.965  -9.0000   0.4026   0.2931  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0        587980.5 49822.000    -9.000 v   50.148  -9.0000   0.4360   0.3102  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
