Tstart(s)          Tend(s)      Tmid(s)  ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  Calib   Galactic Extiction   Host     Corrected? Notes  
           -9.0            -9.0        104544.0    -9.000  1800.000 ii   19.950   0.0400  -9.0000  -9.0000  -9.0000 P60 cenko11 0 AB  0.000  0.000 0 E(B–V)=0.025
           -9.0            -9.0        106272.0    -9.000    90.000 ii   20.040   0.0300  -9.0000  -9.0000  -9.0000 Gemini-S cenko11 0 AB  0.000  0.000 0 E(B–V)=0.025
           -9.0            -9.0        114912.0    -9.000   900.000 ii   20.210   0.0400  -9.0000  -9.0000  -9.0000 P60 cenko11 0 AB  0.000  0.000 0 E(B–V)=0.025
           -9.0            -9.0        117504.0    -9.000   900.000 ii   20.200   0.0400  -9.0000  -9.0000  -9.0000 P60 cenko11 0 AB  0.000  0.000 0 E(B–V)=0.025
           -9.0            -9.0        123552.0    -9.000   900.000 ii   20.360   0.0500  -9.0000  -9.0000  -9.0000 P60 cenko11 0 AB  0.000  0.000 0 E(B–V)=0.025
           -9.0            -9.0        126144.0    -9.000   900.000 ii   20.340   0.0600  -9.0000  -9.0000  -9.0000 P60 cenko11 0 AB  0.000  0.000 0 E(B–V)=0.025
           -9.0            -9.0        191808.0    -9.000   900.000 ii   20.960   0.0900  -9.0000  -9.0000  -9.0000 P60 cenko11 0 AB  0.000  0.000 0 E(B–V)=0.025
           -9.0            -9.0        194400.0    -9.000   900.000 ii   21.050   0.0900  -9.0000  -9.0000  -9.0000 P60 cenko11 0 AB  0.000  0.000 0 E(B–V)=0.025
           -9.0            -9.0        196128.0    -9.000   720.000 ii   21.240   0.0800  -9.0000  -9.0000  -9.0000 P60 cenko11 0 AB  0.000  0.000 0 E(B–V)=0.025
           -9.0            -9.0        197856.0    -9.000   900.000 ii   21.330   0.0800  -9.0000  -9.0000  -9.0000 P60 cenko11 0 AB  0.000  0.000 0 E(B–V)=0.025
           -9.0            -9.0        200448.0    -9.000   720.000 ii   21.250   0.0700  -9.0000  -9.0000  -9.0000 P60 cenko11 0 AB  0.000  0.000 0 E(B–V)=0.025
           -9.0            -9.0        216000.0    -9.000  1800.000 ii   21.300   0.2000  -9.0000  -9.0000  -9.0000 FTS cenko11 0 AB  0.000  0.000 0 E(B–V)=0.025
           -9.0            -9.0        281664.0    -9.000  2880.000 ii   22.380   0.1900  -9.0000  -9.0000  -9.0000 P60 cenko11 0 AB  0.000  0.000 0 E(B–V)=0.025
           -9.0            -9.0        372384.0    -9.000  5400.000 ii   22.600 100.0000  -9.0000  -9.0000  -9.0000 P60 cenko11 1 AB  0.000  0.000 0 E(B–V)=0.025
           -9.0            -9.0        456192.0    -9.000  4500.000 ii   22.920   0.1400  -9.0000  -9.0000  -9.0000 P60 cenko11 0 AB  0.000  0.000 0 E(B–V)=0.025
