204.6		7.41E-13	1.91E-13	1.91E-13		R
593.4		3.75E-12	5.52E-13	5.52E-13		R
882.6		4.55E-12	4.19E-13	4.19E-13		R
1312.8		6.57E-12	6.05E-13	6.05E-13		R
1932.6		4.76E-12	4.82E-13	4.82E-13		R
5356.8		1.09E-12	2.01E-13	2.01E-13		R
5742		1.25E-12	1.96E-13	1.96E-13		R
6032.4		2.08E-12	2.49E-13	2.49E-13		R
6462		1.21E-12	1.22E-13	1.22E-13		R
7066.8		9.41E-13	1.21E-13	1.21E-13		R
7631.4		6.39E-13	1.30E-13	1.30E-13		R
8279.4		7.76E-13	1.29E-13	1.29E-13		R
12288		6.76E-13	6.22E-14	6.22E-14		R
12610.8		6.22E-13	5.73E-14	5.73E-14		R
12933.6		4.89E-13	5.41E-14	5.41E-14		R
13255.8		5.17E-13	4.76E-14	4.76E-14		R
13578.6		5.47E-13	6.04E-14	6.04E-14		R
13901.4		1.18E-12	1.64E-13	1.64E-13		R
18401.4		1.34E-12	1.23E-13	1.23E-13		R
19369.2		1.51E-12	2.08E-13	2.08E-13		R
84469.8		1.40E-13	1.42E-14	1.42E-14		R
5.18E+06		2.84E-14	3.93E-15	3.93E-15		R
5.18E+06		2.71E-14	3.25E-15	3.25E-15		R
5.18E+06		2.43E-14	3.36E-15	3.36E-15		R
7.87E+06		3.35E-14	1.98E-14	1.98E-14		R
