3352.32	0.02212	0.002037	R
7421.76	0.012156	0.001008	R
7940.16	0.014481	0.002401	R
8259.84	0.012268	0.001582	R
8890.56	0.012966	0.000358	R
9227.52	0.012729	0.000352	R
9538.56	0.012966	0.000358	R
9840.96	0.012966	0.000239	R
10126.08	0.012612	0.000232	R
10428.48	0.011716	0.000324	R
10713.6	0.011502	0.000318	R
12709.44	0.010685	0.000787	R
14074.56	0.011502	0.000636	R
15301.44	0.010985	0.000607	R
16096.32	0.010111	0.000559	R
17141.76	0.008181	0.000603	R
17971.2	0.008333	0.000614	R
18792.0	0.00841	0.000697	R
19042.56	0.00897	0.00033	R
19837.44	0.010111	0.000559	R
20563.2	0.007461	0.000618	R
21280.32	0.007191	0.00053	R
23690.88	0.007461	0.000412	R
24770.88	0.00706	0.00039	R
29306.88	0.005765	0.000637	R
30205.44	0.0076	0.00063	R
30585.6	0.005712	0.000684	R
31104.0	0.005556	0.000716	R
32011.2	0.005021	0.000694	R
37687.68	0.005209	0.000384	R
46362.24	0.004795	0.000309	R
51520.32	0.004708	0.000347	R
61914.24	0.003025	0.000307	R
121167.4	0.001773	0.000147	R
137065.0	0.001435	0.000185	R
215231.0	0.000865	0.000135	R
298131.8	0.000873	0.000104	R
445608.0	0.001002	0.000185	R
476271.4	0.000984	0.000163	R
645088.3	0.000781	7.9e-05	R
2614180.0	0.000421	6.6e-05	R
3671010.0	0.000437	6e-05	R
