21119.616	-17.401	0	0	R
23279.616	-17.522	0	0	R
25799.904	-17.747	0	0	R
26219.808	-17.853	0	0	R
26639.712	-17.768	0	0	R
27059.616	-17.934	0	0	R
27540		-17.694	0	0	R
28019.52	-17.87	0	0	R
35927.712	-18.052	0.15	0.15	R
53320.032	-18.737	0.027	0.027	R
54123.552	-18.79	0.029	0.029	R
54659.232	-18.797	0.026	0.026	R
55082.592	-18.782	0.027	0.027	R
55825.632	-18.859	0.02	0.02	R
58745.952	-18.842	0.031	0.031	R
59126.112	-18.897	0.02	0.02	R
60491.232	-18.914	0.025	0.025	R
62875.872	-18.964	0.03	0.03	R
63230.112	-18.962	0.027	0.027	R
63981.792	-18.958	0.025	0.025	R
64310.112	-18.957	0.021	0.021	R
64638.432	-18.953	0.022	0.022	R
64966.752	-18.955	0.02	0.02	R
65295.072	-19.011	0.03	0.03	R
65623.392	-18.987	0.024	0.024	R
65960.352	-18.952	0.029	0.029	R
66288.672	-18.972	0.022	0.022	R
66616.992	-19.004	0.023	0.023	R
66945.312	-18.986	0.026	0.026	R
67273.632	-18.962	0.024	0.024	R
67601.952	-19.011	0.021	0.021	R
67930.272	-18.958	0.031	0.031	R
68258.592	-18.961	0.03	0.03	R
68586.912	-18.932	0.023	0.023	R
68923.872	-18.97	0.024	0.024	R
69252.192	-18.973	0.022	0.022	R
69580.512	-18.955	0.024	0.024	R
69908.832	-18.935	0.028	0.028	R
74254.752	-18.987	0.023	0.023	R
74608.992	-18.944	0.024	0.024	R
74945.952	-18.912	0.034	0.034	R
75576.672	-18.945	0.03	0.03	R
75956.832	-18.967	0.024	0.024	R
76285.152	-18.905	0.027	0.027	R
76613.472	-18.943	0.019	0.019	R
76941.792	-18.966	0.023	0.023	R
77270.112	-19	0.021	0.021	R
77598.432	-19.002	0.03	0.03	R
77926.752	-19.009	0.035	0.035	R
78255.072	-19.015	0.033	0.033	R
78583.392	-18.997	0.03	0.03	R
78920.352	-19	0.027	0.027	R
79248.672	-18.999	0.029	0.029	R
79576.992	-19.026	0.031	0.031	R
79922.592	-19.062	0.028	0.028	R
82410.912	-19.009	0.026	0.026	R
82756.512	-19.099	0.034	0.034	R
83102.112	-19.059	0.028	0.028	R
83439.072	-19.032	0.033	0.033	R
83767.392	-19.043	0.034	0.034	R
84095.712	-19.061	0.04	0.04	R
87016.032	-19.081	0.049	0.049	R
138527.712	-19.67	0.053	0.053	R
139175.712	-19.643	0.048	0.048	R
156118.752	-19.715	0.032	0.032	R
170227.872	-19.88	0.052	0.052	R
225057.312	-19.853	0.041	0.041	R
242285.472	-19.853	0.111	0.111	R
247357.152	-19.955	0.054	0.054	R
248523.552	-19.931	0.051	0.051	R
249154.272	-19.969	0.05	0.05	R
249802.272	-19.926	0.034	0.034	R
255668.832	-19.934	0.063	0.063	R
259090.272	-19.946	0.1	0.1	R
328547.232	-20.238	0.131	0.131	R
335891.232	-20.427	0.082	0.082	R
418273.632	-20.66	0.044	0.044	R
419509.152	-20.685	0.05	0.05	R
491774.976	-20.97	0.04	0.04	R
493086.528	-20.955	0.04	0.04	R
493413.12	-20.982	0.04	0.04	R
493737.984	-20.972	0.04	0.04	R
494062.848	-20.982	0.04	0.04	R
581954.976	-21.198	0.04	0.04	R
583354.656	-21.182	0.04	0.04	R
668873.376	-21.416	0.04	0.04	R
744204.672	-21.644	0.04	0.04	R
744828.48	-21.646	0.04	0.04	R
824523.84	-21.702	0.02	0.02	R
825275.52	-21.752	0.03	0.03	R
825984		-21.732	0.03	0.03	R
1.25817E6	-22.502	0.16	0.16	R
2.03014E6	-23.022	0.08	0.08	R
