time_sec	flux	flux_err	band_init	band_norm	source
76.5	5.732499677882629e-12	1.0032528215624718e-12	r'	R	Li_Liang
115.8	4.47037585737776e-12	6.588582283506351e-13	r'	R	Li_Liang
154.9	3.752701656970985e-12	6.913264456865584e-13	r'	R	Li_Liang
233.4	2.8996397119979456e-12	5.341745225452209e-13	r'	R	Li_Liang
342.1	2.1006032786327967e-12	5.824021167938412e-14	r'	R	Li_Liang
444.1	1.668568494172429e-12	4.626184453325371e-14	r'	R	Li_Liang
544.3	1.4136569706341754e-12	3.919430291728281e-14	r'	R	Li_Liang
646.3	1.2312437501099803e-12	3.413681077466276e-14	r'	R	Li_Liang
764.6	1.0822909800539711e-12	3.994979574634848e-14	r'	R	Li_Liang
865.7	9.870611051463503e-13	2.7366732352063235e-14	r'	R	Li_Liang
967.7	9.254309906994924e-13	2.5658008507003902e-14	r'	R	Li_Liang
1067.9	8.919572481972536e-13	2.472993328744105e-14	r'	R	Li_Liang
1239	7.986270924123964e-13	2.947912327402413e-14	r'	R	Li_Liang
1340.1	7.556906329141212e-13	2.0951877430988136e-14	r'	R	Li_Liang
1439.4	7.283565648833992e-13	2.019402756739844e-14	r'	R	Li_Liang
1539.6	7.150625593593789e-13	1.9825445025582275e-14	r'	R	Li_Liang
1681.3	6.891980484174078e-13	2.543985099246084e-14	r'	R	Li_Liang
1782.4	6.581790265390676e-13	1.8248322383613264e-14	r'	R	Li_Liang
1883.5	6.461659054436254e-13	1.7915252963677862e-14	r'	R	Li_Liang
1986.3	6.34372048518925e-13	1.7588262745773418e-14	r'	R	Li_Liang
2102.1	6.002664064403495e-13	2.2157183948341427e-14	r'	R	Li_Liang
2204.1	6.002664064403495e-13	1.6642667813916335e-14	r'	R	Li_Liang
2303.4	6.002664064403495e-13	2.2157183948341427e-14	r'	R	Li_Liang
2406.2	5.576273146962692e-13	2.0583279113709177e-14	r'	R	Li_Liang
2523.7	5.525149567458353e-13	2.039457047650713e-14	r'	R	Li_Liang
2624	5.374573902697617e-13	1.4901258365326997e-14	r'	R	Li_Liang
2724.2	5.325299512979787e-13	1.4764642807466558e-14	r'	R	Li_Liang
2826.1	5.132678230100513e-13	1.8945870445489585e-14	r'	R	Li_Liang
2942.8	5.085621553239254e-13	1.877217366119083e-14	r'	R	Li_Liang
3043.9	4.992798498870736e-13	1.3842768142112092e-14	r'	R	Li_Liang
3144.1	4.947024247093777e-13	1.3715856880948555e-14	r'	R	Li_Liang
3244.3	4.812204102317817e-13	1.7762928317830956e-14	r'	R	Li_Liang
3356.6	4.724371478842848e-13	1.7438718338041974e-14	r'	R	Li_Liang
3457.7	4.638141981416247e-13	1.2859466304010308e-14	r'	R	Li_Liang
3558	4.553486349690026e-13	1.2624754592296898e-14	r'	R	Li_Liang
3659.9	4.553486349690026e-13	1.6807942869008392e-14	r'	R	Li_Liang
3773.1	4.388782302506815e-13	1.6199983164563834e-14	r'	R	Li_Liang
3873.3	4.5117397359060415e-13	1.6653846722546123e-14	r'	R	Li_Liang
3973.5	4.388782302506815e-13	1.6199983164563834e-14	r'	R	Li_Liang
4076.4	4.0770312379234933e-13	1.5049239826280694e-14	r'	R	Li_Liang
4191.3	4.1528289077764863e-13	1.532902608381055e-14	r'	R	Li_Liang
4292.4	4.0770312379234933e-13	1.5049239826280694e-14	r'	R	Li_Liang
4394.3	3.893534605194729e-13	1.437191245935657e-14	r'	R	Li_Liang
4496.3	3.9295610373322205e-13	1.4504894128047063e-14	r'	R	Li_Liang
4617.2	3.8224695897270525e-13	1.762480817114995e-14	r'	R	Li_Liang
4714.8	3.7527016569709847e-13	1.3852066353310845e-14	r'	R	Li_Liang
4815.9	3.6504301184817385e-13	1.347455908875742e-14	r'	R	Li_Liang
4917.9	3.9295610373322205e-13	1.8118590051294776e-14	r'	R	Li_Liang
90301	1.8635628275457393e-13	6.878829787274706e-15	r'	R	Li_Liang
176419.3	1.0335798618694173e-13	3.815175875083353e-15	r'	R	Li_Liang
262409.8	6.828794427297206e-14	2.5206617036642198e-15	r'	R	Li_Liang
434653.3	2.693667826218352e-14	9.942934150718633e-16	r'	R	Li_Liang
522187.8	1.779688683891323e-14	1.148129080444685e-15	r'	R	Li_Liang
780505.6	6.828794427297206e-15	9.435620201243138e-16	r'	R	Li_Liang
1.90E+06	2.8467153227530432e-15	6.030771210165604e-16	r'	R	Li_Liang
2.42E+06	1.8808061620857658e-15	4.3309297571237015e-16	r'	R	Li_Liang
5.19E+06	1.5217525528930232e-15	3.0836852940230473e-16	r'	R	Li_Liang
