time(s)	erg/cm2/s	err
6.681969123	2.99E-10	2.06E-11
11.37822313	1.28E-10	1.41E-11
13.73641713	1.77E-10	1.74E-11
16.14242936	1.44E-10	1.58E-11
18.46538887	1.18E-10	1.16E-11
20.8965686	1.24E-10	1.51E-11
23.26986309	1.14E-10	1.25E-11
25.63560734	1.07E-10	1.42E-11
27.94094961	1.04E-10	1.21E-11
30.28655986	1.07E-10	1.36E-11
38.16901835	9.85E-11	7.38E-12
46.57496068	8.77E-11	7.61E-12
53.876489	8.42E-11	1.20E-11
55.02620449	7.96E-11	7.37E-12
63.97073114	6.68E-11	6.58E-12
70.32699797	6.45E-11	9.20E-12
72.78690358	6.30E-11	6.57E-12
81.0544247	5.72E-11	6.30E-12
87.81277081	5.28E-11	7.53E-12
90.26069327	5.05E-11	7.00E-12
98.37217594	4.03E-11	5.80E-12
100.327293	4.05E-11	5.77E-12
104.883274	3.79E-11	5.40E-12
107.2135159	3.78E-11	5.44E-12
114.6252979	3.10E-11	4.42E-12
115.5993242	2.97E-11	4.77E-12
125.272208	3.54E-11	5.05E-12
130.1209671	3.45E-11	4.97E-12
149.6246868	3.54E-11	5.05E-12
150.4613341	3.43E-11	4.36E-12
171.194314	3.09E-11	3.93E-12
186.8266918	2.90E-11	4.13E-12
191.6680687	2.88E-11	2.83E-12
204.1799929	2.71E-11	3.87E-12
211.152741	2.71E-11	2.83E-12
232.6206117	2.49E-11	3.03E-12
243.8718656	2.38E-11	3.39E-12
252.165686	2.35E-11	2.73E-12
266.5237722	1.95E-11	4.30E-12
273.3567142	1.95E-11	2.37E-12
278.6269279	2.08E-11	4.60E-12
291.5830119	2.23E-11	3.59E-12
304.50705	1.95E-11	4.30E-12
312.7035712	1.89E-11	2.82E-12
329.9835712	1.71E-11	3.03E-12
332.7910225	1.70E-11	3.77E-12
353.8851384	1.53E-11	2.95E-12
354.7005651	1.58E-11	2.66E-12
363.7021519	1.39E-11	3.08E-12
373.4427964	1.30E-11	1.94E-12
394.0801398	1.43E-11	2.37E-12
397.4844306	1.49E-11	2.12E-12
413.6277308	1.45E-11	2.24E-12
434.1442703	1.14E-11	1.83E-12
453.6566269	1.20E-11	2.01E-12
463.0919196	1.12E-11	2.44E-12
496.3131429	1.14E-11	1.63E-12
504.7139179	1.09E-11	1.64E-12
542.412937	8.75E-12	1.25E-12
556.0254005	8.72E-12	1.35E-12
615.858596	6.91E-12	1.58E-12
618.4357472	9.96E-12	1.68E-12
619.7141698	7.17E-12	1.02E-12
677.2759972	8.19E-12	1.17E-12
689.5062278	7.81E-12	1.50E-12
808.9360799	4.21E-12	5.99E-13
827.8770987	4.25E-12	8.18E-13
1363.239988	3.20E-12	7.73E-13
1475.980285	2.08E-12	3.82E-13
1535.705261	2.28E-12	4.01E-13
3284.294786	6.00E-13	2.70E-14
3284.294786	5.96E-13	1.00E-13
3284.294786	5.96E-13	5.24E-14
3284.294786	5.60E-13	3.01E-14
3284.294786	5.56E-13	9.36E-14
3284.294786	5.47E-13	4.81E-14
3284.294786	5.13E-13	4.94E-14
4396.151797	4.12E-13	6.93E-14
4396.151797	4.04E-13	2.87E-14
4396.151797	4.00E-13	2.84E-14
4396.151797	3.81E-13	2.38E-14
4396.151797	3.51E-13	5.91E-14
4396.151797	3.39E-13	2.12E-14
5341.978864	2.95E-13	1.84E-14
5341.978864	2.87E-13	2.28E-14
5341.978864	2.86E-13	1.54E-14
5341.978864	2.60E-13	4.38E-14
5341.978864	2.45E-13	2.16E-14
10048.76295	1.54E-13	3.94E-14
11863.56059	9.65E-14	1.98E-14
