Tstart(daltrigger) Tend  Tmid(s)  Terr Exposure Filter     Mag         Err   Err+   Err-   1sigma   Telescope       Reference  UpperLimit  Calib GAL_Extinction Host_ext Corrected? Notes
 -9.  -9. 275.2	           -9.   147.4	white 20.86	0.01   -9.  -9.  -9. UVOT margutti10 0  NNN 0. 0. 0 nnn
 -9.  -9. 663.1	           -9.   19.4	white 21.24	100.   -9.  -9.  -9. UVOT margutti10 1  NNN 0. 0. 0 nnn
 -9.  -9. 5174.2	   -9.   196.6	white 21.02	100.   -9.  -9.  -9. UVOT margutti10 1  NNN 0. 0. 0 nnn
 -9.  -9. 6580.5	   -9.   139.6	white 20.38	100.   -9.  -9.  -9. UVOT margutti10 1  NNN 0. 0. 0 nnn
 -9.  -9. 101479.4         -9.   8890.0	white 22.94	0.01   -9.  -9.  -9. UVOT margutti10 0  NNN 0. 0. 0 nnn
 -9.  -9. 124146.5         -9.   8872.8	white 21.46	0.01   -9.  -9.  -9. UVOT margutti10 0  NNN 0. 0. 0 nnn
 -9.  -9. 185.9	           -9.   9.1    v 16.99	100.	       -9.  -9.  -9. UVOT margutti10 1  NNN 0. 0. 0 nnn
 -9.  -9. 366.6	           -9.   19.5	v 18.60	100.	       -9.  -9.  -9. UVOT margutti10 1  NNN 0. 0. 0 nnn
 -9.  -9. 712.7	           -9.   19.4	v 18.06	100.	       -9.  -9.  -9. UVOT margutti10 1  NNN 0. 0. 0 nnn
 -9.  -9. 4149.8	   -9.   196.6	v 18.86	100.	       -9.  -9.  -9. UVOT margutti10 1  NNN 0. 0. 0 nnn
 -9.  -9. 5584.7	   -9.   196.6	v 19.63	100.	       -9.  -9.  -9. UVOT margutti10 1  NNN 0. 0. 0 nnn
 -9.  -9. 11192.6	   -9.   598.5	v 20.64	0.01	       -9.  -9.  -9. UVOT margutti10 0  NNN 0. 0. 0 nnn
 -9.  -9. 28542.1	   -9.   598.5	v 19.82	0.01	       -9.  -9.  -9. UVOT margutti10 0  NNN 0. 0. 0 nnn
 -9.  -9. 45891.3	   -9.   598.6	v 19.39	0.01	       -9.  -9.  -9. UVOT margutti10 0  NNN 0. 0. 0 nnn
 -9.  -9. 57502.6	   -9.   598.6	v 19.51	0.01	       -9.  -9.  -9. UVOT margutti10 0  NNN 0. 0. 0 nnn
 -9.  -9. 101806.7         -9.   8961.6	v 19.94	100.	       -9.  -9.  -9. UVOT margutti10 1  NNN 0. 0. 0 nnn
 -9.  -9. 156450.1         -9.   6146.6	v 19.65	100.           -9.  -9.  -9. UVOT margutti10 1  NNN 0. 0. 0 nnn
 -9.  -9. 465.7	           -9.   19.4	b 18.77	100. 	       -9.  -9.  -9. UVOT margutti10 1  NNN 0. 0. 0 nnn
 -9.  -9. 4969.6	   -9.   196.6	b 21.54	100. 	       -9.  -9.  -9. UVOT margutti10 1  NNN 0. 0. 0 nnn
 -9.  -9. 6404.7	   -9.   196.6	b 20.66	100. 	       -9.  -9.  -9. UVOT margutti10 1  NNN 0. 0. 0 nnn
 -9.  -9. 17796.8	   -9.   506.1	b 20.34	0.01 	       -9.  -9.  -9. UVOT margutti10 0  NNN 0. 0. 0 nnn
 -9.  -9. 35208.9	   -9.   483.4	b 19.92	0.01 	       -9.  -9.  -9. UVOT margutti10 0  NNN 0. 0. 0 nnn
 -9.  -9. 64072.7	   -9.   474.4	b 20.80	0.01 	       -9.  -9.  -9. UVOT margutti10 0  NNN 0. 0. 0 nnn
 -9.  -9. 101152.1         -9.   8814.4	b 21.54	100. 	       -9.  -9.  -9. UVOT margutti10 1  NNN 0. 0. 0 nnn
 -9.  -9. 155772.9         -9.   6047.3	b 22.70	100. 	       -9.  -9.  -9. UVOT margutti10 1  NNN 0. 0. 0 nnn
 -9.  -9. 613.8	           -9.   19.5	u 19.24	100. 	       -9.  -9.  -9. UVOT margutti10 1  NNN 0. 0. 0 nnn
 -9.  -9. 16976.9	   -9.   598.6	u 20.58	100. 	       -9.  -9.  -9. UVOT margutti10 1  NNN 0. 0. 0 nnn
 -9.  -9. 23578.2	   -9.   511.4	u 19.97	100. 	       -9.  -9.  -9. UVOT margutti10 1  NNN 0. 0. 0 nnn
 -9.  -9. 37243.3	   -9.   3516.9	u 21.00	0.01 	       -9.  -9.  -9. UVOT margutti10 0  NNN 0. 0. 0 nnn
 -9.  -9. 66660.8	   -9.   3671.5	u 20.63	100. 	       -9.  -9.  -9. UVOT margutti10 1  NNN 0. 0. 0 nnn
 -9.  -9. 123770.1         -9.   8692.4	u 21.08	100. 	       -9.  -9.  -9. UVOT margutti10 1  NNN 0. 0. 0 nnn
 -9.  -9. 155516.4         -9.   5699.7	u 20.48	100. 	       -9.  -9.  -9. UVOT margutti10 1  NNN 0. 0. 0 nnn
 -9.  -9. 416.4	           -9.   19.5	uvw1 22.03 100.	       -9.  -9.  -9. UVOT margutti10 1  NNN 0. 0. 0 nnn
 -9.  -9. 589.5	           -9.   19.4	uvw1 18.68 100.	       -9.  -9.  -9. UVOT margutti10 1  NNN 0. 0. 0 nnn
 -9.  -9. 5994.8	   -9.   196.6	uvw1 22.63 100.	       -9.  -9.  -9. UVOT margutti10 1  NNN 0. 0. 0 nnn
 -9.  -9. 33415.1	   -9.   885.6	uvw1 21.83 100.	       -9.  -9.  -9. UVOT margutti10 1  NNN 0. 0. 0 nnn
 -9.  -9. 40105.9	   -9.   885.6	uvw1 23.16 100.	       -9.  -9.  -9. UVOT margutti10 1  NNN 0. 0. 0 nnn
 -9.  -9. 51671.4	   -9.   885.6	uvw1 22.86 100.	       -9.  -9.  -9. UVOT margutti10 1  NNN 0. 0. 0 nnn
 -9.  -9. 65720.4	   -9.   4231.4	uvw1 22.19 100.	       -9.  -9.  -9. UVOT margutti10 1  NNN 0. 0. 0 nnn
 -9.  -9. 386961.8         -9.   36503.7 uvw1 24.37 100.       -9.  -9.  -9. UVOT margutti10 1  NNN 0. 0. 0 nnn	
