time_sec	mag	mag_err	band	source
21132.0	19.02498673029244	0.15	J	manual
21132.0	18.71582375444472	0.15	H	manual
21132.0	19.01064314886928	0.15	K	manual
2469.0	21.696440363898876	0.07	R	manual
885.0	21.373039533272387	0.09	I	manual
2829.0	21.483039533272382	0.09	I	manual
1173.0	21.253039533272386	0.08	I	manual
-474.0	20.713039533272383	0.05	I	manual
112930.0	19.62498673029244	0.1	J	manual
42539.0	17.72498673029244	0.1	J	manual
42539.0	17.015823754444718	0.1	H	manual
42539.0	16.11064314886928	0.1	Ks	manual
25651.0	21.35939174853265	0.26	u	manual
