time_sec	flux	flux_err	band	source
614.0	5.539737265441933e-13	1.0232860762106908e-13	I	manual
614.0	1.543207133788272e-17	1.3194202650981316e-18	w2	manual
638.0	2.0136067560383893e-11	7.695572750118104e-13	v	manual
662.0	2.2813253785873752e-17	1.9659058982130692e-18	m2	manual
687.0	1.0533602477485132e-17	7.614322616183223e-19	w1	manual
1540.0	2.907295444727599e-13	1.0718302726946748e-13	I	manual
20160.0	3.85321120227969e-12	1.5165851998311706e-13	Ic	manual
20160.0	5.260507148989153e-12	3.053031249524128e-13	g	manual
26620.0	5.641053193521212e-12	5.203209714601694e-13	R	nissim
48220.0	2.5547657874629457e-12	2.829690762598456e-13	R	nissim
50770.0	2.339425371418366e-12	1.939221355103997e-13	R	manual
52044.0	2.2472056115434112e-12	2.0823188958291645e-13	V	manual
52415.0	2.9724132979920455e-12	1.6426162920417005e-13	R	manual
52420.0	3.246151187896322e-12	1.7946491432456922e-13	R	nissim
52600.0	2.245729750597659e-12	1.6561684150292873e-13	R	nissim
54992.0	1.9512332842348906e-12	1.0423483161900725e-13	R	manual
59170.0	1.635803602056286e-12	1.1159917509204418e-13	R	nissim
60911.0	2.1068459817198125e-13	2.11827053390112e-14	J	manual
62567.0	9.147210766858604e-14	9.97925322265602e-15	H	manual
63359.0	1.1686607015531288e-13	2.3331416993579348e-14	K	manual
64520.0	1.5899827728670347e-12	9.525641268121108e-14	R	nissim
64583.0	8.826935222830542e-14	1.6395623283183995e-14	B	manual
65411.0	8.976544653016922e-14	8.267703161852866e-15	R	manual
65807.0	2.0113570302740996e-13	1.8729850257598554e-14	I	manual
77759.0	2.7868217770786e-12	1.0267030849171775e-13	R	manual
77760.0	3.043521298814964e-12	1.1215920744880172e-13	R	nissim
25536.0	5.165462292636254e-13	4.7575665893788344e-14	R	manual
