time_sec	flux	flux_err	band	source
412.952710032463	5.63020898791295e-13	5.310623420645674e-14	u	uvot
553.524729013443	9.741804414183784e-13	2.454744664500632e-13	b	uvot
629.62410902977	6.57792843225333e-13	3.2959611813225634e-13	v	uvot
704.593389034271	4.725921575319084e-13	1.5830375565002732e-13	u	uvot
729.52192902565	7.825422009285843e-13	2.2509422990770533e-13	b	uvot
804.606209039688	1.0007759077134398e-12	3.706140159988168e-13	v	uvot
1016.0	8.124718159690248e-13	7.486411858868799e-14	r	manual
1060.47101902962	1.124313745167857e-12	3.8397773079577157e-13	v	uvot
1159.00037902594	5.404261966564639e-13	2.006049357942508e-13	b	uvot
1233.04200899601	1.1003203110601686e-12	3.7871529463382485e-13	v	uvot
1306.64315903187	3.0013910372451395e-13	1.3439321114869923e-13	u	uvot
1794.0	5.126350594688156e-13	8.027837551330726e-14	r	manual
2625.0	3.5465681091939664e-13	8.820105599509133e-14	r	manual
3455.0	4.675287308694212e-13	1.0335421140327047e-13	r	manual
11729.3457000256	4.613751316023105e-14	1.8887518935275538e-14	u	uvot
22550.824360013	6.370340609592996e-14	2.6518841705909307e-14	u	uvot
