1341	18.4	0.1	r	13623
2154	18.9	0.17	r	13623
2985	19.3	0.27	r	13623
3815	19	0.24	r	13623
4644	19.5	0	r	13623
5472	19.5	0	r	13623
11828	20	0.5	R	13626
931.5	18.49	0.19	v_swift	13629
641.5	18.95	0.19	b_swift	13629
413	18.61	0.09	u_swift	13629
1067	20	0	uvw1_swift	13629
1129	20.5	0	uvm2_swift	13629
907	19.7	0	uvw2_swift	13629
17760	19.2	0	V	13631
676.449	17.3	0.2	P|	13635
677.684	17.2	0.1	P-	13635
860.268	17.6	0.2	P|	13635
860.282	17.6	0.2	P-	13635
1080.45	17.8	0.2	P|	13635
97380	22.3	0.2	R	13636
44020.8	21.5	0.5	Unfiltered	13679
1202.69	17.9	0.13	Unfiltered	13693
1355.62	17.95	0.13	Unfiltered	13693
1590.62	18.2	0.1	Unfiltered	13693
2035.58	18.45	0.11	Unfiltered	13693
2717.28	18.4	0.07	Unfiltered	13693
