time_sec	flux_R	flux_err_R	band	source
174.6	1.4881402211826763e-12	6.274251918531482e-13	R	Li_Liang
209.85	2.8618081176589926e-12	4.5349356628724296e-13	R	Li_Liang
246	2.7625987695801475e-12	4.5403342817719457e-13	R	Li_Liang
282.15	3.281539974915645e-12	4.880655687010291e-13	R	Li_Liang
318.35	4.00653136472259e-12	6.026592083572085e-13	R	Li_Liang
354.65	5.1283601468449145e-12	7.03183936333126e-13	R	Li_Liang
390.85	5.212306518296246e-12	6.780928150031503e-13	R	Li_Liang
427.05	4.098109224487678e-12	5.70816190788052e-13	R	Li_Liang
463.3	6.112822139319609e-12	6.787397000227602e-13	R	Li_Liang
499.4	5.860983024965617e-12	6.22865903232552e-13	R	Li_Liang
553.65	6.25018892896724e-12	5.855335210269283e-13	R	Li_Liang
626.05	5.189412053354974e-12	5.480359865205054e-13	R	Li_Liang
698.45	5.403093726140178e-12	5.351176347643731e-13	R	Li_Liang
770.85	5.822825583396831e-12	5.28925259545566e-13	R	Li_Liang
844.25	5.204675029982488e-12	5.664868194977063e-13	R	Li_Liang
916.6	4.563630011626874e-12	4.816886708494384e-13	R	Li_Liang
989	4.395737268724213e-12	4.641481690943929e-13	R	Li_Liang
1079.55	3.1060157436992272e-12	3.623041357411724e-13	R	Li_Liang
1188.25	3.060226813816683e-12	3.1340292023751184e-13	R	Li_Liang
1297.9	3.724166297113569e-12	3.860120674627491e-13	R	Li_Liang
1407.05	3.4418012295045486e-12	3.262842676100238e-13	R	Li_Liang
1516.15	3.991268388095075e-12	3.4799224400203295e-13	R	Li_Liang
1624.65	4.075214759546406e-12	3.5485582089942875e-13	R	Li_Liang
1733.15	3.678377367231025e-12	3.2061875869332835e-13	R	Li_Liang
1841.75	3.6173254607209673e-12	3.1506736920955147e-13	R	Li_Liang
1950.35	3.5104846243283645e-12	3.093647555711218e-13	R	Li_Liang
2058.9	3.2739084866018875e-12	3.0494933995878574e-13	R	Li_Liang
2168.5	2.8999655592277794e-12	2.7524914344677345e-13	R	Li_Liang
2277.1	2.625231979932516e-12	2.684991075675951e-13	R	Li_Liang
2385.7	2.403918818833554e-12	2.2805739990718705e-13	R	Li_Liang
2494.35	2.3886558422060394e-12	2.340900275980764e-13	R	Li_Liang
2603.9	2.4802337019711273e-12	2.6015239721010753e-13	R	Li_Liang
2712.45	1.9765554732631445e-12	2.1421382341626895e-13	R	Li_Liang
2857.25	1.747610823850425e-12	1.9724286272656192e-13	R	Li_Liang
3075	1.7170848705953957e-12	1.6657772883645967e-13	R	Li_Liang
3347.05	1.4728772445551617e-12	1.4764523312104537e-13	R	Li_Liang
3655.8	1.2897215250249862e-12	1.349867973925881e-13	R	Li_Liang
10770.75	3.6631143906035107e-13	5.838217943990616e-14	R	Li_Liang
14884.5	1.9841869615769017e-13	4.4163084418762506e-14	R	Li_Liang
