z=   5.1999998e+00 0.
TotalEnergy(erg)    9.0388626135897711e+06    1.0029518137541005e+07
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)    2.8980970497548800e+07    4.8878820298428545e+06
Energy2(erg)    2.7619017476990703e+07   -4.6214401310519064e+06
Energy3(erg)    1.3233568652599281e+07    8.0308415593185015e+06
Energy4(erg)    2.2781057133430294e+06    1.3614078960475881e+07
T_min_T_max    3.0048388021173420e+01    2.5837742730348118e+03
Interval1    3.0048388021173420e+01    5.1696416037675760e+02
Interval2    5.1696416037675760e+02    0.0000000000000000e+00
Interval3    0.0000000000000000e+00    1.5849094771655969e+03
Interval4    1.5849094771655969e+03    2.5837742730348118e+03
