time	flux	flux_err	band
27820.800000000003	1.605636707561701e-14	1.1405417685686851e-15	R
28512.0			1.5909161417445815e-14	8.55321678091659e-16	R
29980.800000000003	1.4509327657773444e-14	3.9541945980400723e-16	R
31881.600000000002	1.2872037262222335e-14	4.655941557232172e-16	R
33868.8			1.2872037262222335e-14	3.5079875104192544e-16	R
35856.0			1.2292700152414005e-14	3.3501020643061804e-16	R
37843.200000000004	1.2406443106499118e-14	4.487531605157315e-16	R
39225.600000000006	1.1631809697741053e-14	8.262494711186786e-16	R
120268.79999999999	4.301771008066037e-15	2.312754205479563e-16	R
207532.80000000002	2.921778495365733e-15	2.570848373951897e-16	R
292636.80000000005	1.9662887222146533e-15	3.003950126389121e-16	R
553737.6		2.257601517319244e-15	4.140839167239434e-16	R
722736.0000000001	2.1559927112306156e-15	7.575416002474106e-16	R
1241481.6		9.154766849141744e-06	9.154766846863252e-06	R
1498435.2		1.5618786496750296e-15	1.7624861554209349e-16	R
1845244.8000000003	9.764438812061931e-06	9.764438809397237e-06	R
1928188.7999999998	7.97346860013941e-06	7.973468597839835e-06	R
2101852.8000000003	1.7125658843902339e-15	2.7493535016642987e-16	R
2447971.2		1.1631809697741055e-15	2.1334789515677742e-16	R
218976739.2		8.19685567354299e-06	8.1968556728158e-06	R
