time	flux	flux_err	band
88.00	8.193398407794801e-12	6.517883521369685e-13	v
4973.00	6.752491919350547e-13	8.713173161235635e-14	v
574.00	5.341388117794323e-12	3.7941809761763636e-13	b
5793.00	4.361683375575105e-13	7.00224707912952e-14	b
319.00	1.108461821704397e-11	6.921013154650651e-13	u
5587.00	3.63681106296806e-13	5.556050303717169e-14	u
697.00	9.2160606403058e-13	1.4795464994327527e-13	uvw1
5383.00	8.561410553369649e-14	2.3018286880536948e-14	uvw1
672.00	3.175371865807382e-13	0.0	uvm2
5177.00	8.275506660640515e-14	0.0	uvm2
624.00	2.4307853735008247e-13	0.0	uvw2
4769.00	6.572742442031e-14	0.0	uvw2
