Time  	      Mag    MagErr	Band	GCN
9307.01       18.58  0.03	g 	30271
9399.46       17.82  0.03	r  	30271
9490.18       17.44  0.04	i	30271
9700.13       17.17  0.04	z 	30271
13754.9       18.93  0.03	g 	30271
13848.2       18.11  0.03	r 	30271
13938.9       17.74  0.04	i 	30271
14148.9       17.47  0.04	z	30271
