z=   4.0479999e+00 0.
Total_Energy(erg)    4.5173395434169658e+06    2.7503187080158124e+05
Total_Energy_common(erg)            -NaN                      -NaN
T_min_T_max    1.6739303162172908e+02    5.3070524463267714e+02
