z=   4.0479999e+00 0.
Total_Energy(erg)    1.1272486439479334e+14    1.0834324745553478e+15
   1.0834325e+15   1.0834325e+15   1.0834324745553478e+15   1.0834325e+15   1.0834324745553478e+15
   1.0834325e+15   1.0834325e+15   1.0834324745553478e+15   1.0834325e+15   1.0834324745553478e+15
   1.0834351e+15   1.0834325e+15                     -NaN   1.0834325e+15   1.0834342901471094e+15
   1.0834327e+15   1.0834325e+15   2.1675262139136425e+15   1.0834325e+15   1.0834332275401749e+15
   1.0834325e+15   2.2481049e+15   1.0834324745553478e+15   1.0834321e+15   1.0834324177131414e+15
   1.0834325e+15   5.6029643e+14   1.0834324745553478e+15   1.0834323e+15   1.0834324745553478e+15
   1.0834325e+15   1.0834325e+15   1.0834324745553478e+15   1.0834325e+15   1.0834324745553478e+15
   1.0834325e+15   1.0834325e+15   1.0834324745553478e+15   1.9942164e+15   1.2274066888485308e+15
   1.0834325e+15   1.5704036e+18   1.0834324745553478e+15   1.5891373e+15   1.0834324745553478e+15
   1.0834325e+15   1.0834325e+15   1.0834324745553478e+15   1.0834325e+15   1.0834324745553478e+15
   1.0834324e+15   1.0834325e+15   8.1259801684681425e+14   1.0834325e+15   1.0834323425790422e+15
   1.0834325e+15   1.0503734e+15   1.0834324745553478e+15   1.0834325e+15   1.0834324745553478e+15
   1.0834325e+15   1.0834325e+15   1.0834324745553478e+15   9.5603305e+14   1.0834324745553478e+15
Total_Energy_common(erg)    3.4470762440277551e+11    2.5062604788333335e+12
T_min_T_max    1.6164818201577626e+02    2.2212183663849442e+05
