Tstart(s)          Tend(s)      Tmid(s)  ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  Calib   Galactic Extiction   Host     Corrected? Notes  
        35912.7            -9.0            -9.0     0.0010    -9.0000 CR   17.430 100.0000  -9.0000  -9.0000  -9.0000 AAVSO GCN11213 1 USNOA2  0.000  0.000 0 nnn
        36895.1            -9.0            -9.0     0.0010    -9.0000 CR   17.500 100.0000  -9.0000  -9.0000  -9.0000 AAVSO GCN11213 1 USNOA2  0.000  0.000 0 nnn
        37887.8            -9.0            -9.0     0.0010    -9.0000 CR   17.490 100.0000  -9.0000  -9.0000  -9.0000 AAVSO GCN11213 1 USNOA2  0.000  0.000 0 nnn
        38863.3            -9.0            -9.0     0.0010    -9.0000 CR   17.530 100.0000  -9.0000  -9.0000  -9.0000 AAVSO GCN11213 1 USNOA2  0.000  0.000 0 nnn
        39812.8            -9.0            -9.0     0.0010    -9.0000 CR   17.660 100.0000  -9.0000  -9.0000  -9.0000 AAVSO GCN11213 1 USNOA2  0.000  0.000 0 nnn
        40756.3            -9.0            -9.0     0.0010    -9.0000 CR   17.670 100.0000  -9.0000  -9.0000  -9.0000 AAVSO GCN11213 1 USNOA2  0.000  0.000 0 nnn
        41699.8            -9.0            -9.0     0.0010    -9.0000 CR   17.570 100.0000  -9.0000  -9.0000  -9.0000 AAVSO GCN11213 1 USNOA2  0.000  0.000 0 nnn
        42644.1            -9.0            -9.0     0.0010    -9.0000 CR   17.630 100.0000  -9.0000  -9.0000  -9.0000 AAVSO GCN11213 1 USNOA2  0.000  0.000 0 nnn
        43607.5            -9.0            -9.0     0.0010    -9.0000 CR   17.660 100.0000  -9.0000  -9.0000  -9.0000 AAVSO GCN11213 1 USNOA2  0.000  0.000 0 nnn
        44578.6            -9.0            -9.0     0.0010    -9.0000 CR   17.720 100.0000  -9.0000  -9.0000  -9.0000 AAVSO GCN11213 1 USNOA2  0.000  0.000 0 nnn
        45548.1            -9.0            -9.0     0.0010    -9.0000 CR   17.830 100.0000  -9.0000  -9.0000  -9.0000 AAVSO GCN11213 1 USNOA2  0.000  0.000 0 nnn
        46546.8            -9.0            -9.0     0.0010    -9.0000 CR   17.790 100.0000  -9.0000  -9.0000  -9.0000 AAVSO GCN11213 1 USNOA2  0.000  0.000 0 nnn
        47604.4            -9.0            -9.0     0.0010    -9.0000 CR   17.800 100.0000  -9.0000  -9.0000  -9.0000 AAVSO GCN11213 1 USNOA2  0.000  0.000 0 nnn
        48580.7            -9.0            -9.0     0.0010    -9.0000 CR   17.790 100.0000  -9.0000  -9.0000  -9.0000 AAVSO GCN11213 1 USNOA2  0.000  0.000 0 nnn
        49557.0            -9.0            -9.0     0.0010    -9.0000 CR   17.850 100.0000  -9.0000  -9.0000  -9.0000 AAVSO GCN11213 1 USNOA2  0.000  0.000 0 nnn
        50532.5            -9.0            -9.0     0.0010    -9.0000 CR   17.910 100.0000  -9.0000  -9.0000  -9.0000 AAVSO GCN11213 1 USNOA2  0.000  0.000 0 nnn
