T_start(s)	T_end(s)	Midtime(s)	Exp_time(s)	Mag	MagErr	Filter	Telescope	Source
15700.	-9.	-9.	300.	17.28	0.03	RC	Terskol	GCN11166
23700.	-9.	-9.	300.	17.05	0.02	RC	Terskol	GCN11168
126000.	-9.	-9.	1200.	19.22	0.05	RC	Terskol	GCN11191
32000.	-9.	-9.	-9.	18.11	0.02	BJ	Z-2000	GCN11200
38800.	-9.	-9.	-9.	18.45	0.02	BJ	Z-2000	GCN11200
39600.	-9.	-9.	-9.	18.06	0.02	VJ	Z-2000	GCN11200
40000.	-9.	-9.	-9.	17.85	0.02	rGu	Z-2000	GCN11200
40700.	-9.	-9.	-9.	18.37	0.02	gGu	Z-2000	GCN11200
208000.	-9.	-9.	1800.	20.13	0.12	RC	Terskol	GCN11201
210000.	-9.	-9.	1800.	20.28	0.16	RC	Terskol	GCB11201
-9.	-9.	1030.	1560.	18.6	0.5	gg	MITSuME	GCN11172
-9.	-9.	2890.	1560.	18.1	0.1	gg	MITSuME	GCN11172
-9.	-9.	4730.	1560.	18.7	0.1	gg	MITSuME	GCN11172
-9.	-9.	6560.	1440.	18.7	0.1	gg	MITSuME	GCN11172
-9.	-9.	8370.	1500.	18.9	0.1	gg	MITSuME	GCN11172
-9.	-9.	10200.	1560.	19.1	0.2	gg	MITSuME	GCN11172
-9.	-9.	12000.	1560.	18.8	0.1	gg	MITSuME	GCN11172
-9.	-9.	13800.	1500.	18.7	0.1	gg	MITSuME	GCN11172
-9.	-9.	15600.	1560.	18.2	0.1	gg	MITSuME	GCN11172
-9.	-9.	17500.	1500.	18.	0.1	gg	MITSuME	GCN11172
-9.	-9.	19300.	1500.	18.2	0.1	gg	MITSuME	GCN11172
-9.	-9.	1030.	1560.	17.4	0.1	RC	MITSuME	GCN11172
-9.	-9.	2890.	1560.	17.9	0.1	RC	MITSuME	GCN11172
-9.	-9.	4730.	1560.	18.5	0.1	RC	MITSuME	GCN11172
-9.	-9.	6560.	1440.	18.4	0.1	RC	MITSuME	GCN11172
-9.	-9.	8370.	1500.	18.5	0.1	RC	MITSuME	GCN11172
-9.	-9.	10200.	1560.	18.7	0.2	RC	MITSuME	GCN11172
-9.	-9.	12000.	1560.	18.4	0.1	RC	MITSuME	GCN11172
-9.	-9.	13800.	1500.	18.	0.1	RC	MITSuME	GCN11172
-9.	-9.	15600.	1560.	17.6	0.1	RC	MITSuME	GCN11172
-9.	-9.	17500.	1500.	17.7	0.1	RC	MITSuME	GCN11172
-9.	-9.	19300.	1500.	17.6	0.1	RC	MITSuME	GCN11172
-9.	-9.	1030.	1560.	16.8	0.2	IC	MITSuME	GCN11172
-9.	-9.	2890.	1560.	17.4	0.1	IC	MITSuME	GCN11172
-9.	-9.	4730.	1560.	17.6	0.1	IC	MITSuME	GCN11172
-9.	-9.	6560.	1440.	18.	0.2	IC	MITSuME	GCN11172
-9.	-9.	8370.	1500.	18.	0.2	IC	MITSuME	GCN11172
-9.	-9.	10200.	1560.	17.9	0.2	IC	MITSuME	GCN11172
-9.	-9.	12000.	1560.	17.8	0.1	IC	MITSuME	GCN11172
-9.	-9.	13800.	1500.	17.2	0.1	IC	MITSuME	GCN11172
-9.	-9.	15600.	1560.	17.1	0.1	IC	MITSuME	GCN11172
-9.	-9.	17500.	1500.	17.	0.1	IC	MITSuME	GCN11172
-9.	-9.	19300.	1500.	17.	0.1	IC	MITSuME	GCN11172
-9.	-9.	102000.	6060.	19.4	0.1	gg	MITSuME	GCN11189
-9.	-9.	102000.	6060.	19.	0.1	RC	MITSuME	GCN11189
-9.	-9.	102000.	6060.	18.5	0.1	IC	MITSuME	GCN11189
27400.	-9.	-9.	240.	17.1	0.1	clear	THO	GCN11173
27600.	-9.	-9.	240.	17.2	0.2	clear	THO	GCN11173
38200.	-9.	-9.	900.	17.3	0.1	clear	THO	GCN11173
40100.	-9.	-9.	900.	17.4	0.1	RC	THO	GCN11173
40400.	-9.	-9.	900.	18.1	0.2	BJ	THO	GCN11173
14900.	-9.	-9.	300.	17.34	0.05	RC	HCT	GCN11175
22200.	-9.	-9.	300.	17.03	0.05	RC	HCT	GCN11175
30600.	-9.	-9.	300.	17.08	0.04	RC	HCT	GCN11175
105000.	-9.	-9.	900.	18.71	0.1	RC	HCT	GCN11197
585.	605.	-9.	-9.	18.58	0.32	white	UVOT	GCN11176
4850.	5050.	-9.	-9.	18.66	0.07	white	UVOT	GCN11176
561.	581.	-9.	-9.	17.85	0.3	b	UVOT	GCN11176
4640.	4840.	-9.	-9.	18.69	0.11	b	UVOT	GCN11176
305.	555.	-9.	-9.	17.52	0.1	u	UVOT	GCN11176
4440.	4640.	-9.	-9.	18.08	0.1	u	UVOT	GCN11176
129.	139.	-9.	-9.	17.21	100.	v	UVOT	GCN11176
3820.	4020.	-9.	-9.	18.5	0.21	v	UVOT	GCN11176
4230.	4430.	-9.	-9.	18.53	0.16	uvw1	UVOT	GCN11176
4030.	4230.	-9.	-9.	19.22	0.32	uvm2	UVOT	GCN11176
611.	626.	-9.	-9.	17.6	100.	uvw2	UVOT	GCN11176
5060.	5260.	-9.	-9.	20.04	100.	uvw2	UVOT	GCN11176
9620.	10500.	-9.	-9.	20.73	0.32	uvw2	UVOT	GCN11176
74000.	-9.	-9.	1200.	17.82	0.03	clear	ISON-NM	GCN11184
245000.	-9.	-9.	3600.	19.78	0.25	clear	ISON_NM	GCN11234
330000.	-9.	-9.	3600.	20.38	0.2	clear	ISON_NM	GCN11234
421000.	-9.	-9.	6000.	20.97	0.22	clear	ISON_NM	GCN11234
119000.	-9.	-9.	300.	18.93	0.13	RC	TLS1.34m	GCN11187
120000.	-9.	-9.	300.	19.	0.15	RC	TLS1.34m	GCN11187
123000.	-9.	-9.	300.	19.04	0.13	RC	TLS1.34m	GCN11187
123000.	-9.	-9.	300.	19.13	0.14	RC	TLS1.34m	GCN11187
-9.	-9.	120000.	300.	19.16	0.03	RC	TLS1.34m	GCN11236
-9.	-9.	120000.	300.	19.24	0.04	RC	TLS1.34m	GCN11236
-9.	-9.	123000.	300.	19.28	0.03	RC	TLS1.34m	GCN11236
-9.	-9.	123000.	300.	19.36	0.03	RC	TLS1.34m	GCN11236
-9.	-9.	124000.	300.	19.25	0.04	RC	TLS1.34m	GCN11236
-9.	-9.	124000.	300.	19.18	0.04	RC	TLS1.34m	GCN11236
-9.	-9.	286000.	1200.	20.53	0.07	RC	TLS1.34m	GCN11236
-9.	-9.	307000.	2700.	20.7	0.04	RC	TLS1.34m	GCN11236
-9.	-9.	380000.	2400.	21.3	0.05	RC	TLS1.34m	GCN11236
-9.	-9.	382000.	120.	21.31	0.26	RC	TLS1.34m	GCN11236
