Tstart(s)          Tend(s)    ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  LowerL   
   1751.4      -9.0    -9.000    30.000 R  18.46   0.18  -9.00  -9.00  -9.00 liverpool melandri08 0 0
   1855.2      -9.0    -9.000    30.000 R  18.66   0.16  -9.00  -9.00  -9.00 liverpool melandri08 0 0
   1804.2      -9.0    -9.000    60.000 R  18.65   0.13  -9.00  -9.00  -9.00 liverpool melandri08 0 0
   1998.0      -9.0    -9.000   120.000 R  18.52   0.11  -9.00  -9.00  -9.00 liverpool melandri08 0 0
   2467.8      -9.0    -9.000   120.000 R  18.66   0.07  -9.00  -9.00  -9.00 liverpool melandri08 0 0
   2601.0      -9.0    -9.000   120.000 R  18.76   0.07  -9.00  -9.00  -9.00 liverpool melandri08 0 0
   3364.2      -9.0    -9.000   120.000 R  18.92   0.10  -9.00  -9.00  -9.00 liverpool melandri08 0 0
   3498.0      -9.0    -9.000   120.000 R  19.02   0.08  -9.00  -9.00  -9.00 liverpool melandri08 0 0
   3631.8      -9.0    -9.000   120.000 R  18.96   0.08  -9.00  -9.00  -9.00 liverpool melandri08 0 0
   4687.2      -9.0    -9.000   120.000 R  19.17   0.10  -9.00  -9.00  -9.00 liverpool melandri08 0 0
   4819.8      -9.0    -9.000   120.000 R  19.21   0.09  -9.00  -9.00  -9.00 liverpool melandri08 0 0
   4954.2      -9.0    -9.000   120.000 R  19.23   0.09  -9.00  -9.00  -9.00 liverpool melandri08 0 0
   5086.8      -9.0    -9.000   120.000 R  19.24   0.09  -9.00  -9.00  -9.00 liverpool melandri08 0 0
   5823.0      -9.0    -9.000   120.000 R  19.22   0.08  -9.00  -9.00  -9.00 liverpool melandri08 0 0
   6354.0      -9.0    -9.000   240.000 R  19.24   0.07  -9.00  -9.00  -9.00 liverpool melandri08 0 0
   7309.8      -9.0    -9.000   360.000 R  19.33   0.08  -9.00  -9.00  -9.00 liverpool melandri08 0 0
   8686.2      -9.0    -9.000   480.000 R  19.69   0.09  -9.00  -9.00  -9.00 liverpool melandri08 0 0
  35956.2      -9.0    -9.000  1800.000 R  20.81   0.20  -9.00  -9.00  -9.00 liverpool melandri08 0 0
  37867.8      -9.0    -9.000  1800.000 R  20.70   0.20  -9.00  -9.00  -9.00 liverpool melandri08 0 0
  39780.0      -9.0    -9.000  1800.000 R  20.94   0.20  -9.00  -9.00  -9.00 liverpool melandri08 0 0
