Time	Flux	Flux_err	Band
4086.72	5.61367529034729e-14	2.526570077338909e-15	R
7655.04	4.4182195019832534e-14	4.623014334433747e-15	R
8009.28	3.607840158112256e-14	4.655427420150826e-15	R
8372.16	4.5003603352529006e-14	3.196768554052711e-15	R
8726.4	3.509516497634755e-14	3.38143761527378e-15	R
9097.92	3.477341056984687e-14	7.405144187509798e-15	R
9383.04	3.641223092078167e-14	4.989256759809936e-15	R
9745.92	3.708918483574596e-14	5.082013968333179e-15	R
10048.32	4.4182195019832534e-14	6.403470756194273e-15	R
10368.0	3.777872426363826e-14	5.176495662114917e-15	R
10661.76	3.743236683770833e-14	3.2936425389717056e-15	R
11033.28	3.477341056984687e-14	7.656057961892457e-15	R
11301.12	3.413872429873662e-14	6.261643855717022e-15	R
11741.76	2.919088676819721e-14	7.848288570429244e-15	R
12752.64	2.7117352607954412e-14	6.546737025401086e-15	R
13573.44	2.3401693572897363e-14	8.082098425641131e-15	R
80170.56	1.172863006399353e-14	2.8315543116349237e-15	R
16486.7616	2.405732239670006e-14	2.11678360502996e-15	R
17146.8576	2.637832946556867e-14	1.8737480526486144e-15	R
17952.0192	2.0570615582553326e-14	1.9819896372351843e-15	R
22237.9776	1.9109410431563693e-14	1.357410469459142e-15	R
23227.1712	1.8760624383512253e-14	1.8075960326495782e-15	R
28488.9312	1.262546226742215e-14	1.4247075121201535e-15	R
29478.0384	1.531959514725623e-14	1.347958318414385e-15	R
30520.1952	1.5179144254725708e-14	1.712875171554308e-15	R
31565.2896	1.3590870936875948e-14	1.5336480763944453e-15	R
32606.4096	8.654605737840178e-15	1.5220152788758538e-15	R
4086.72	5.61367529034729e-14	2.526570077338909e-15	R
7655.04	4.4182195019832534e-14	4.623014334433747e-15	R
8009.28	3.607840158112256e-14	4.655427420150826e-15	R
8372.16	4.5003603352529006e-14	3.196768554052711e-15	R
8726.4	3.509516497634755e-14	3.38143761527378e-15	R
9097.92	3.477341056984687e-14	7.405144187509798e-15	R
9383.04	3.641223092078167e-14	4.989256759809936e-15	R
9745.92	3.708918483574596e-14	5.082013968333179e-15	R
10048.32	4.4182195019832534e-14	6.403470756194273e-15	R
10368.0	3.777872426363826e-14	5.176495662114917e-15	R
10661.76	3.743236683770833e-14	3.2936425389717056e-15	R
11033.28	3.477341056984687e-14	7.656057961892457e-15	R
11301.12	3.413872429873662e-14	6.261643855717022e-15	R
11741.76	2.919088676819721e-14	7.848288570429244e-15	R
12752.64	2.7117352607954412e-14	6.546737025401086e-15	R
13573.44	2.3401693572897363e-14	8.082098425641131e-15	R
80170.56	1.172863006399353e-14	2.8315543116349237e-15	R
