69.944		9.29E-13	5.12E-13	5.12E-13	R
178.39		2.57E-13	8.92E-14	8.92E-14	R
162385.384		2.47E-13	1.90E-13	1.90E-13	R
58469.3		5.61E-14	5.26E-14	5.26E-14	R
6280.511		1.80E-13	4.51E-14	4.51E-14	R
29370.932		7.22E-14	4.00E-14	4.00E-14	R
93055.88		9.60E-14	6.25E-14	6.25E-14	R
87502.74		1.38E-13	8.54E-14	8.54E-14	R
39486.123		2.85E-14	2.41E-14	2.41E-14	R
27609.062		4.81E-14	2.92E-14	2.92E-14	R
16147.892		1.00E-13	2.95E-14	2.95E-14	R
833.4		2.87E-13	1.80E-13	1.80E-13	R
4568.014		1.10E-13	3.10E-14	3.10E-14	R
470.373		1.32E-13	1.00E-13	1.00E-13	R
47071.565		5.12E-14	3.73E-14	3.73E-14	R
51739.643		1.40E-14	1.20E-14	1.20E-14	R
795.364		2.01E-13	6.92E-14	6.92E-14	R
415.975		1.91E-13	6.90E-14	6.90E-14	R
35217.917		4.40E-14	1.49E-14	1.49E-14	R
12052.439		7.40E-14	1.51E-14	1.51E-14	R
23618.686		6.46E-14	1.46E-14	1.46E-14	R
110318.153		3.74E-14	3.21E-14	3.21E-14	R
11235.673		1.09E-13	1.57E-14	1.57E-14	R
741.49		9.46E-14	6.35E-14	6.35E-14	R
22797.834		3.19E-14	1.19E-14	1.19E-14	R
34426.422		2.33E-14	1.17E-14	1.17E-14	R
91676.419		1.73E-14	1.24E-14	1.24E-14	R
579.191		1.87E-13	7.85E-14	7.85E-14	R
5476.334		6.06E-14	1.28E-14	1.28E-14	R
17056.136		3.23E-14	1.08E-14	1.08E-14	R
40394.554		2.56E-14	1.03E-14	1.03E-14	R
28517.355		3.78E-14	1.14E-14	1.14E-14	R
21890.575		5.21E-14	1.59E-14	1.59E-14	R
10328.282		9.59E-14	1.88E-14	1.88E-14	R
307.715		1.27E-13	8.63E-14	8.63E-14	R
33519.196		3.53E-14	1.47E-14	1.47E-14	R
45656.656		2.07E-14	1.23E-14	1.23E-14	R
67782.489		3.58E-14	2.65E-14	2.65E-14	R
69911.556		6.61E-14	3.33E-14	3.33E-14	R
109733.091		2.70E-14	1.74E-14	1.74E-14	R
133370.145		3.84E-14	2.60E-14	2.60E-14	R
