time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
50491.0	2.5629579451188948e-14	1.8895320102365575e-15	r'	-13.601670642107932	4.703213972204323	22.11	0.08	manual
50611.0	2.4221522828747988e-14	2.059017419072435e-15	i'	-13.623535878994192	4.704244918423021	21.9	0.09	manual
50791.0	1.7793305560681573e-14	3.009421172891867e-15	Z	-13.7554985098535	4.705786763531621	21.52	0.18	manual
51031.0	1.4927778148550935e-14	4.326663778140347e-15	Y	-13.830825845482323	4.707834078820702	21.4	0.31	manual
51211.0	1.1038628788637868e-14	2.7466403265039305e-15	J	-13.960315590770628	4.709363256409316	21.24	0.26	manual
51511.0	1.1031609908410278e-14	2.5748519511456284e-15	H	-13.959407074366148	4.711899981064161	20.38	0.23	manual
15183.0	1.5337113937666011e-13	7.071807970049447e-14	I	-12.82111423084009	4.1813575920284505	19.4	0.5	manual
534.0	2.008700228456116e-12	1.6426224448911666e-13	J	-11.700315590770629	2.727541257028556	15.59	0.05	manual
534.0	1.5799338220331282e-12	1.8533184209836408e-13	H	-11.803407074366149	2.727541257028556	14.99	0.07	manual
534.0	2.221987811327657e-12	3.3124221434432446e-13	Ks	-11.654634459380455	2.727541257028556	14.13	0.12	manual
140791.0	1.5876014249010264e-14	2.4861127923376212e-15	r'	-13.809670642107932	5.14857489361814	22.63	0.17	manual
141151.0	1.4461103823558494e-14	2.2805961399389496e-15	i'	-13.847535878994194	5.149683959301525	22.46	0.17	manual
141511.0	1.6227687539313414e-14	3.775846650726667e-15	Z	-13.795498509853498	5.150790199956584	21.62	0.25	manual
