time_sec	mag	mag_err	band	source
8979.8	19.866191305325984	0.075271	r	nissim
9095.3	19.757223305325986	0.068044	r	nissim
9192.5	19.689391305325984	0.061834	r	nissim
9317.6	19.751027305325984	0.068265	r	nissim
9417.0	19.662565305325984	0.079716	r	nissim
9525.0	19.694902305325986	0.062138	r	nissim
9641.6	19.730087305325984	0.066624	r	nissim
9757.2	19.691258305325984	0.065305	r	nissim
9854.6	19.820711305325986	0.071221	r	nissim
9955.4	19.915343305325987	0.076131	r	nissim
10075.7	19.706229305325987	0.062676	r	nissim
10180.8	19.841469305325987	0.073963	r	nissim
10282.7	20.370433305325985	0.076254	r	nissim
10403.3	19.733961305325984	0.063537	r	nissim
10504.3	19.804748305325987	0.070771	r	nissim
10642.5	19.751871305325984	0.072734	r	nissim
10869.1	19.759719305325984	0.068821	r	nissim
10972.9	19.780573305325987	0.068742	r	nissim
11075.0	19.902134305325987	0.081449	r	nissim
11196.2	19.839267305325986	0.07709	r	nissim
11295.2	19.673530305325986	0.070217	r	nissim
11418.9	19.753041305325986	0.081055	r	nissim
11534.6	19.745096305325987	0.062799	r	nissim
11633.2	19.940816305325985	0.080773	r	nissim
11737.6	19.884358305325986	0.076559	r	nissim
11867.4	19.743294305325986	0.068521	r	nissim
11984.8	19.813747305325986	0.075549	r	nissim
12089.0	20.154024305325986	0.108118	r	nissim
12209.7	19.818880305325987	0.070672	r	nissim
12415.8	19.975617305325986	0.083989	r	nissim
10697.8	19.791036305325985	0.013955	r	nissim
8979.7	19.375582307852742	0.052202	i	nissim
9095.3	19.573473307852744	0.065519	i	nissim
9192.5	19.526027307852743	0.058905	i	nissim
9317.6	19.472917307852743	0.057423	i	nissim
9417.0	19.474266307852744	0.069463	i	nissim
9525.0	19.50995830785274	0.056429	i	nissim
9641.6	19.473703307852745	0.060387	i	nissim
9757.1	19.562626307852742	0.062647	i	nissim
9854.6	19.588568307852743	0.063008	i	nissim
9955.4	19.515724307852743	0.05746	i	nissim
10075.7	19.587967307852743	0.062544	i	nissim
10180.8	19.555065307852743	0.063605	i	nissim
10282.7	19.444555307852742	0.055924	i	nissim
10403.3	19.597543307852742	0.061936	i	nissim
10504.3	19.701634307852743	0.069519	i	nissim
10642.5	19.571016307852744	0.068151	i	nissim
10869.1	19.688536307852743	0.073553	i	nissim
10972.8	19.856240307852744	0.086085	i	nissim
11075.0	19.655989307852742	0.075382	i	nissim
11196.2	19.61508930785274	0.070702	i	nissim
11295.2	19.640620307852743	0.072412	i	nissim
11418.9	19.593485307852742	0.079099	i	nissim
11534.5	19.591048307852745	0.064157	i	nissim
11633.150000000001	19.581201307852744	0.065977	i	nissim
11737.6	19.757608307852742	0.076516	i	nissim
11867.4	19.798751307852744	0.081318	i	nissim
11984.8	19.647694307852742	0.075831	i	nissim
12089.0	19.667368307852744	0.081804	i	nissim
12209.7	19.626558307852743	0.069915	i	nissim
12415.8	19.655936307852745	0.071662	i	nissim
10697.75	19.587916307852744	0.013064	i	nissim
8987.349999999999	19.26969286679506	0.12893	Z	nissim
9319.349999999999	19.212388866795063	0.119697	Z	nissim
9763.349999999999	19.252827866795062	0.129052	Z	nissim
9857.349999999999	19.258581866795062	0.126401	Z	nissim
10285.349999999999	19.26231686679506	0.13001	Z	nissim
10646.349999999999	19.37487486679506	0.149599	Z	nissim
12212.4	19.440411866795063	0.154437	Z	nissim
10703.4	19.361421866795062	0.038879	Z	nissim
9203.349999999999	19.206043543997765	0.199585	Y	nissim
10703.4	19.292658543997764	0.069165	Y	nissim
8986.349999999999	18.773063799333098	0.188263	J	nissim
10284.349999999999	18.753014799333098	0.19452	J	nissim
10704.4	18.975207799333095	0.065699	J	nissim
10704.4	18.90995592651701	0.092773	H	nissim
