Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (Jy)
            252.0000               5.0000    1.0712787509642213e+45    3.5520631969290540e+44
            478.0000              15.0000    2.8701361387835344e+45    2.6434931513112421e+44
            772.0000              30.0000    6.7593121446004885e+45    2.4902226929764342e+44
           1209.0000              60.0000    6.5751021205948415e+45    1.8167679076363889e+44
           1881.0000              90.0000    7.4800155938364955e+45    2.0668047477067122e+44
           2757.0000              60.0000    6.8218552907674978e+45    2.5132644402050548e+44
           3511.0000              90.0000    5.8871147589753458e+45    1.6266699689998625e+44
           5968.0000               5.0000    5.5706067535802654e+45    9.2352934360674853e+44
           6195.0000              15.0000    4.9419972633205746e+45    3.6413982578328533e+44
           6510.0000              30.0000    4.2257373451733087e+45    2.7244336274439696e+44
           6935.0000              60.0000    4.0728882972538043e+45    1.8756344297329093e+44
           7596.0000              90.0000    3.6467206693744187e+45    1.3435015829349804e+44
           8401.0000              60.0000    3.3876809201049259e+45    1.5600847622023806e+44
           9027.0000              90.0000    3.1761609192267038e+45    1.4626761992197345e+44
           9468.0000              15.0000    2.7663205107929636e+45    3.0574505059034930e+44
           9783.0000              30.0000    2.4768659115019224e+45    2.0531500881669099e+44
          10244.0000              60.0000    2.4768659115019224e+45    1.5968945130187080e+44
          10924.0000              90.0000    2.5935970074075704e+45    1.1943955956822883e+44
