Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (Jy)
            105.0000               0.0010    1.4723356202099622e-05    3.5257852745187970e-06
            136.0000               0.0010    1.9952936529726804e-05    4.5943335537418182e-06
            167.0000               0.0010    8.3177682411207671e-06    3.9836928997508865e-06
            252.0000               0.0010    2.2613678936806811e-05    7.1888164784808644e-06
            382.0000               0.0010    2.8668859972311892e-05    4.3893707100909736e-06
            478.0000               0.0010    5.6817644854215953e-05    6.2017195478607321e-06
            558.0000               0.0010    8.0910862388538656e-05    3.7260830192090004e-06
            651.0000               0.0010    1.2571341755730734e-04    4.7551343617108868e-06
            772.0000               0.0010    1.2654460455986576e-04    9.2043837522290604e-06
            883.0000               0.0010    1.4322104355783327e-04    3.9573437927154953e-06
           1017.0000               0.0010    1.4478262083130903e-04    5.4563448656071585e-06
           1209.0000               0.0010    1.2331776154739807e-04    8.5295505165955998e-06
           1381.0000               0.0010    1.4454625157749588e-04    3.9939606445439131e-06
           1598.0000               0.0010    1.8845533463282663e-04    7.0537413700076435e-06
           1881.0000               0.0010    1.3911592046956224e-04    9.5636288598615790e-06
           2112.0000               0.0010    1.4859590251593724e-04    4.1058566383573789e-06
           2433.0000               0.0010    1.4893049537790945e-04    5.6085429971544749e-06
           2757.0000               0.0010    1.2763895299447610e-04    9.2803322359804119e-06
           2927.0000               0.0010    1.3182774804601597e-04    3.6425353947857799e-06
           3156.0000               0.0010    1.2690269144825328e-04    4.7989426963585946e-06
           3511.0000               0.0010    1.1121240489531518e-04    7.7324723033934520e-06
           3745.0000               0.0010    1.0864427146792449e-04    3.0019522454748447e-06
           5846.0000               0.0010    9.8176338586716935e-05    4.5211876044457803e-06
           5968.0000               0.0010    1.0561296416938432e-04    1.7739255614871318e-05
           6100.0000               0.0010    8.9573187858944103e-05    6.3351219669416982e-06
           6195.0000               0.0010    9.4429052309334327e-05    8.9542207389732504e-06
           6280.0000               0.0010    8.6299212071919211e-05    3.9742256994883358e-06
           6375.0000               0.0010    8.4653404818004291e-05    3.8617826619148808e-06
           6510.0000               0.0010    8.1571120904367324e-05    7.2740090459971024e-06
           6621.0000               0.0010    7.9434072696116988e-05    2.9264594709008187e-06
           6755.0000               0.0010    7.5609511067785247e-05    3.4563636453439388e-06
           6935.0000               0.0010    7.8809546778984174e-05    6.2003668282812830e-06
           7110.0000               0.0010    7.3115058105439263e-05    2.6936583634164581e-06
           7325.0000               0.0010    7.4199064470249288e-05    3.3930601942264449e-06
           7596.0000               0.0010    7.1073291600674531e-05    5.3063042142190823e-06
           7832.0000               0.0010    6.9184184977814743e-05    1.9116297310421424e-06
           8107.0000               0.0010    6.5651042794998555e-05    2.5256971646710827e-06
           8401.0000               0.0010    6.6342468795588309e-05    5.2556299898395015e-06
           8569.0000               0.0010    5.9704467349489969e-05    2.1995939273870908e-06
           8770.0000               0.0010    5.8087786562307347e-05    2.2418862122147915e-06
           9027.0000               0.0010    6.2462020488575747e-05    4.9601461226818179e-06
           9258.0000               0.0010    5.7544898439857243e-05    1.5900243496791471e-06
           9468.0000               0.0010    5.4894094752721619e-05    6.7663325379664600e-06
           9552.0000               0.0010    6.0256905992413945e-05    3.8849064095044866e-06
           9650.0000               0.0010    5.1882014083523622e-05    3.2366430973067632e-06
           9783.0000               0.0010    4.9505474437719256e-05    5.0909844037108016e-06
           9903.0000               0.0010    5.1051302521948494e-05    2.8211993171756803e-06
          10035.0000               0.0010    5.0437090620119181e-05    2.3229153525353494e-06
          10244.0000               0.0010    4.9505474437719256e-05    4.4837501586960722e-06
          10414.0000               0.0010    5.1051302521948494e-05    1.8807995447837866e-06
          10628.0000               0.0010    4.8572899264789893e-05    1.8834503557578407e-06
          10924.0000               0.0010    5.1683275183969842e-05    4.1352722787923786e-06
          11164.0000               0.0010    4.7863761602674880e-05    1.7633661941386778e-06
          11462.0000               0.0010    4.6777609770502696e-05    1.8156243861639216e-06
          25879.0000               0.0010    2.1478642107597514e-05    1.5826048818705607e-06
          31242.0000               0.0010    1.8030460567081623e-05    2.1588668876713931e-06
          60662.0000               0.0010    9.5279356707565274e-06    6.0492646242101739e-07
          77486.0000               0.0010    8.4302803133001500e-06    5.3593545581185958e-07
          94762.0000               0.0010    5.7305091853686315e-06    6.6948917513450091e-07
         134128.0000               0.0010    4.3652267836314838e-06    1.2061567690661238e-06
         134490.0000               0.0010    2.9648778715499519e-06    6.8268837861105944e-07
         350436.0000               0.0010    6.4864458801861194e-07    8.3639326513085460e-08
