time_sec	flux	flux_err	band	source
105	6.317367546109452e-14	1.513404349135848e-14	Rc	guidorzi11
136	8.561229612417605e-14	1.972129768263497e-14	Rc	guidorzi11
167	3.5689145102764986e-14	1.7094548403658388e-14	Rc	guidorzi11
558	3.4716516817687946e-13	1.615575420232538e-14	Rc	guidorzi11
883	6.145201742056687e-13	1.7471552505764615e-14	Rc	guidorzi11
1380	6.202062593694174e-13	1.7633214790683248e-14	Rc	guidorzi11
2110	6.375821428318166e-13	1.812723219318719e-14	Rc	guidorzi11
2930	5.656348311812926e-13	1.6081683021794102e-14	Rc	guidorzi11
3740	4.661612235554477e-13	1.325352793181798e-14	Rc	guidorzi11
5850	4.212463443356248e-13	1.9603212019954343e-14	Rc	guidorzi11
6280	3.702850218037094e-13	1.723166476774967e-14	Rc	guidorzi11
6620	3.4082868974583835e-13	1.2762413575893228e-14	Rc	guidorzi11
7110	3.1371562151775173e-13	1.1747158110467794e-14	Rc	guidorzi11
7830	2.9684937918106224e-13	8.43978722320963e-15	Rc	guidorzi11
8570	2.561746461511998e-13	9.592522226570093e-15	Rc	guidorzi11
9260	2.46908559077127e-13	7.01990924808098e-15	Rc	guidorzi11
9550	2.58545000967772e-13	1.675871969395695e-14	Rc	guidorzi11
9900	2.1904641260890348e-13	1.2193536304419969e-14	Rc	guidorzi11
10400	2.1904641260890348e-13	8.202246448546559e-15	Rc	guidorzi11
11200	2.0536959421551776e-13	7.690114641599977e-15	Rc	guidorzi11
25900	9.215865863665148e-14	6.8184977759070175e-15	Rc	guidorzi11
31200	7.736350633676943e-14	9.277556349787862e-15	Rc	guidorzi11
56900	3.6115417815500366e-14	2.674078393362866e-15	r'	guidorzi11
134000	1.8729929599867654e-14	5.176791030529868e-15	Rc	guidorzi11
134000	1.2721436222894261e-14	2.930457913877937e-15	Rc	guidorzi11
307000	8.964707933581203e-15	8.256801162195822e-13	Rc	guidorzi11
350000	2.78314699699698e-15	3.593560440421576e-16	Rc	guidorzi11
382	1.9283886029034094e-13	3.038082364778688e-14	i'	guidorzi11
651	8.188315276838855e-13	5.092162576790591e-14	i'	guidorzi11
1020	9.401443839060812e-13	5.846584903793034e-14	i'	guidorzi11
1600	1.216730952013807e-12	7.566625869173197e-14	i'	guidorzi11
2430	9.664837492475208e-13	6.010384569479421e-14	i'	guidorzi11
3160	8.264080825255444e-13	5.139279776997606e-14	i'	guidorzi11
