time_sec	flux	flux_err	band	source
117154.0	4.327643069980018e-14	9.964766420734976e-15	R	manual
104055.0	9.125390000223585e-14	5.883356355036091e-15	R	manual
105196.0	7.451632605954544e-14	5.490565810220577e-15	R	manual
29580.0	5.372625058841829e-12	3.5825300117368505e-13	v	manual
35976.0	7.998949545208579e-20	4.4382961378816164e-20	uvw1	manual
36181.0	1.1015884235584048e-12	2.768720727212015e-13	u	manual
273.0	2.7305581792926973e-13	7.54481107103079e-14	R	manual
98629.0	1.0870547907899236e-13	1.5018216939243834e-14	R	manual
442.2	2.0713402021239572e-13	5.723324486315875e-14	R	nissim
690019.3	2.7305581792926973e-13	7.54481107103079e-14	R	nissim
