Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (Jy)
            109.0000              10.0000    3.7414005989609003e+46    2.7567659181091826e+45
            134.0000              10.0000    3.0551617640772399e+46    2.2511264438931255e+45
            160.0000              10.0000    2.7104051219137681e+46    1.9971003549942303e+45
            197.0000              10.0000    2.0560525362625515e+46    1.5149555381438534e+45
            230.0000              10.0000    1.7259738298734001e+46    1.2717445523114621e+45
            257.0000              10.0000    1.4622923411455254e+46    1.0774568458404737e+45
            347.0000              40.0000    1.0890158568661433e+46    8.0241656007721851e+44
            467.0000              50.0000    7.3966352169757117e+45    5.4500423933507399e+44
            591.0000              50.0000    5.5594803441269652e+45    4.0963766187837987e+44
           2460.0000             200.0000    1.5453760979604958e+45    1.1386752219746931e+44
