time_sec	flux	flux_err	band	source
632.16	1.560796274803372e-12	4.049451327648789e-13	v	manual
21653.16	4.5013856264955674e-13	1.1678745199316943e-13	v	manual
34473.16	2.5902770628409923e-13	6.957605845551269e-14	v	manual
29598.0	2.505261949667301e-13	6.999706989390311e-15	r	manual
-63121256.0	1.5555974439312815e-13	1.4327581940383242e-14	R	manual
16841.0	4.0621580117808463e-13	2.490565767899647e-14	V	manual
17155.0	3.885950112540833e-13	1.5032187746108498e-14	R	manual
17469.0	2.926400288793654e-13	1.5374431824266402e-14	I	manual
12493.0	6.652974651341496e-13	6.13277721445046e-14	Rc	manual
26307.66	3.212574015622827e-13	1.78031818069076e-14	r	manual
26624.75	3.0398569172204565e-13	1.4055618129423599e-14	r	manual
27252.87	2.9570123769054e-13	1.0962731377361571e-14	r	manual
27577.74	2.7723824585960913e-13	1.0278240431548425e-14	r	manual
27888.78	2.672102678180899e-13	9.906466439711756e-15	r	manual
28198.09	2.62333130784229e-13	9.725653049783524e-15	r	manual
28859.0	2.528442853079823e-13	1.4011919284303001e-14	r	manual
