time	flux	flux_err	band
21.60	3.0036359127514276e-10	3.6337231308104265e-11	R
45.79	4.03317705965796e-09	4.879236098528349e-10	R
71.71	1.4915825307048295e-09	1.6831612113924502e-10	R
267.84	8.196855673542979e-11	1.1231450681334085e-11	R
432.00	4.0331770596579556e-11	5.5263177782727374e-12	R
587.52	2.3639989989080052e-11	4.335990904903721e-12	R
48384.00	1.7932766279630524e-13	2.1694609307696903e-14	R
56160.00	1.2872037262222336e-13	1.452532017865127e-14	R
144288.00	5.723310242811509e-14	7.385154072999745e-15	R
959904.00	4.546186921951868e-15	1.2527656344673063e-15	R
1305504.00	4.46320965921061e-15	5.759165516978866e-16	R
1386720.00	3.0594776735786582e-15	3.947840156081042e-16	R
