time_sec	mag	mag_err	band	source
29598.0	19.79388038514182	0.03	r	manual
-63121256.0	20.08911446624622	0.1	R	manual
16841.0	19.473656462170183	0.059	V	manual
17155.0	19.09511446624622	0.042	R	manual
17469.0	18.828833689119666	0.039	I	manual
12493.0	18.48706019086018	0.1	Rc	manual
26307.66	19.52388038514182	0.06	r	manual
26624.75	19.583880385141818	0.05	r	manual
27252.87	19.61388038514182	0.04	r	manual
27577.74	19.68388038514182	0.04	r	manual
27888.78	19.72388038514182	0.04	r	manual
28198.09	19.743880385141814	0.04	r	manual
28859.0	19.78388038514182	0.06	r	manual
