time_sec	flux	flux_err	band_init	band_norm	source
425.088	2.931417769731856e-10	3.463521709656303e-11	uvw2_swift	R	arXiv1307.4401
449.28	2.475407698856687e-10	8.023234473575214e-12	v_swift	R	arXiv1307.4402
474.336	2.4412557858065756e-10	2.6475378722263737e-11	uvm2_swift	R	arXiv1307.4403
498.528	2.6692177857698384e-10	2.5232054108625846e-11	uvw1_swift	R	arXiv1307.4404
598.752	1.9910295979204456e-10	2.3018597903147652e-11	uvw2_swift	R	arXiv1307.4405
622.944	1.7125637117202316e-10	5.550722095763821e-12	v_swift	R	arXiv1307.4406
647.136	1.704563896291027e-10	1.8485967334099772e-11	uvm2_swift	R	arXiv1307.4407
672.192	1.699745930305979e-10	1.552461311597429e-11	uvw1_swift	R	arXiv1307.4408
722.304	1.6639356868832922e-10	2.535889334685379e-11	b_swift	R	arXiv1307.4409
771.552	1.377455939857641e-10	1.592497893652723e-11	uvw2_swift	R	arXiv1307.4410
796.608	1.38562827623455e-10	4.491066485161347e-12	v_swift	R	arXiv1307.4411
819.936	1.3170834287191631e-10	1.4283748055772278e-11	uvm2_swift	R	arXiv1307.4412
844.992	1.337777877998699e-10	1.221858138957287e-11	uvw1_swift	R	arXiv1307.4413
869.184	1.3850177730295707e-10	9.744531615280687e-12	u_swift	R	arXiv1307.4414
894.24	1.2278251820139535e-10	5.854549693680928e-12	b_swift	R	arXiv1307.4415
1097.28	1.0353274198983682e-10	1.196957875545157e-11	uvw2_swift	R	arXiv1307.4416
1121.472	8.426490535397254e-11	3.4169761126857457e-12	v_swift	R	arXiv1307.4417
1146.528	8.310234626435108e-11	9.2371460809581e-12	uvm2_swift	R	arXiv1307.4418
1170.72	8.677287961090494e-11	7.925392618388635e-12	uvw1_swift	R	arXiv1307.4419
1195.776	9.494133768394542e-11	6.266312646432806e-12	u_swift	R	arXiv1307.4420
1219.104	8.416597064126602e-11	4.013224886200307e-12	b_swift	R	arXiv1307.4421
1270.944	8.073794962871037e-11	9.539330907370278e-12	uvw2_swift	R	arXiv1307.4422
1295.136	7.407074918476518e-11	3.003598942524035e-12	v_swift	R	arXiv1307.4423
1320.192	7.509539146686924e-11	8.347142194753798e-12	uvm2_swift	R	arXiv1307.4424
1344.384	7.841226699376293e-11	7.161776868649509e-12	uvw1_swift	R	arXiv1307.4425
1369.44	7.681664698259031e-11	5.070047865198424e-12	u_swift	R	arXiv1307.4426
1393.632	6.936438439253259e-11	3.307451592836388e-12	b_swift	R	arXiv1307.4427
1443.744	7.295880569140188e-11	8.620211354108043e-12	uvw2_swift	R	arXiv1307.4428
1467.072	6.160936567032037e-11	2.4982847833137856e-12	v_swift	R	arXiv1307.4429
1492.128	6.480571187207093e-11	7.2034046492330316e-12	uvm2_swift	R	arXiv1307.4430
1516.32	6.704771938819308e-11	6.338005435457287e-12	uvw1_swift	R	arXiv1307.4431
