time_sec	flux	flux_err	band	source
346	5.298845569990072e-13	1.3466381659955865e-14	v_swift	5954
164.8	4.708965758992281e-13	0.0	R	5959
200.4	4.708965758992281e-13	0.0	R	5959
342.15	7.463207774959335e-14	0.0	R	5959
165	3.5721158263518154e-13	1.6450201304411594e-13	R	5960
1869	2.955937681863398e-14	1.0933313603175986e-14	I	5961
226	7.58031351906105e-13	1.0612126279081643e-13	H	5963
2700	1.7097221277539262e-13	3.149424547622602e-14	R	5967
102	5.661422055867601e-13	2.607181206197688e-13	R	5968
140.5	8.475810973866902e-13	2.1540258900571766e-14	v_swift	5972
346	8.633388064755423e-14	2.1940722212578487e-15	v_swift	5972
513	7.946598346983043e-14	2.0195328364523097e-15	v_swift	5972
2754	5.0557335218137624e-14	2.947012771432377e-15	b_swift	5972
2677.5	2.1502547390216495e-14	1.9332884924629415e-15	u_swift	5972
2563.5	1.2310557313321656e-14	1.6075452926461885e-15	uvw1_swift	5972
2449	3.813992572068209e-15	5.99964915541815e-16	uvm2_swift	5972
717	1.9303443873546628e-14	3.250538516559489e-15	uvw2_swift	5972
32441	2.6999694093183247e-13	8.953725455272632e-15	Ic	5977
32441	9.014601780471239e-14	2.9215123690340555e-16	Rc	5977
32441	1.198883674504867e-13	5.108117291208077e-15	g'	5977
96	5.661422055867601e-13	0.0	R	5981
126	8.972749275993766e-12	0.0	R	5981
200	3.5721158263518154e-13	0.0	R	5981
39784	5.661422055867612e-14	0.0	R	5971
