Tstart(s)          Tend(s)      Tmid(s)  ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  Calib   Galactic Extiction   Host     Corrected? Notes  
          765.2            -9.0            -9.0    -9.000    60.000 ii   18.730   0.2300  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
         1087.8            -9.0            -9.0    -9.000    60.000 ii   18.870   0.2500  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
         1445.3            -9.0            -9.0    -9.000    60.000 ii   18.950   0.1900  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
         1885.3            -9.0            -9.0    -9.000   120.000 ii   19.210   0.1800  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
         2622.5            -9.0            -9.0    -9.000   120.000 ii   19.460   0.2300  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
         3378.2            -9.0            -9.0    -9.000   120.000 ii   19.710   0.3200  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
         4715.6            -9.0            -9.0    -9.000   120.000 ii   20.080   0.1900  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
         4892.5            -9.0            -9.0    -9.000   120.000 ii   20.220   0.2000  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
         5075.6            -9.0            -9.0    -9.000   120.000 ii   20.170   0.2000  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
         6901.6            -9.0            -9.0    -9.000   120.000 ii   19.630   0.1800  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
         7082.7            -9.0            -9.0    -9.000   120.000 ii   19.480   0.1800  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
         7264.9            -9.0            -9.0    -9.000   120.000 ii   19.480   0.1800  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
         9091.7            -9.0            -9.0    -9.000   120.000 ii   19.100   0.1900  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
         9276.9            -9.0            -9.0    -9.000   120.000 ii   19.070   0.1800  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
         9457.7            -9.0            -9.0    -9.000   120.000 ii   19.090   0.1800  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
        11300.0            -9.0            -9.0    -9.000   120.000 ii   19.110   0.1800  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
        11760.0            -9.0            -9.0    -9.000   120.000 ii   19.100   0.1700  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
        11940.0            -9.0            -9.0    -9.000   120.000 ii   19.140   0.1700  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
        13790.0            -9.0            -9.0    -9.000   120.000 ii   19.210   0.1700  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
        13980.0            -9.0            -9.0    -9.000   120.000 ii   19.250   0.1700  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
        14150.0            -9.0            -9.0    -9.000   120.000 ii   19.200   0.1700  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
        96200.0            -9.0            -9.0    -9.000  2160.000 ii   22.000 100.0000  -9.0000  -9.0000  -9.0000 P60 cenko09 1 NNN  0.000  0.000 0 nnn
