Tstart(s)          Tend(s)      Tmid(s)  ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  Calib   Galactic Extiction   Host     Corrected? Notes  
         2254.0            -9.0            -9.0    -9.000   120.000 gg   20.820   0.2200  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
         2995.9            -9.0            -9.0    -9.000   120.000 gg   20.690   0.2600  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
         3755.2            -9.0            -9.0    -9.000   120.000 gg   20.980   0.2200  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
         5811.0            -9.0            -9.0    -9.000   120.000 gg   21.520   0.2800  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
         5987.7            -9.0            -9.0    -9.000   120.000 gg   21.090   0.2200  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
         6168.8            -9.0            -9.0    -9.000   120.000 gg   21.330   0.2600  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
         8001.3            -9.0            -9.0    -9.000   120.000 gg   20.540   0.1800  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
         8184.1            -9.0            -9.0    -9.000   120.000 gg   20.340   0.1800  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
         8365.9            -9.0            -9.0    -9.000   120.000 gg   20.370   0.1800  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
        10200.0            -9.0            -9.0    -9.000   120.000 gg   20.360   0.1900  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
        10380.0            -9.0            -9.0    -9.000   120.000 gg   20.360   0.1900  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
        10560.0            -9.0            -9.0    -9.000   120.000 gg   20.320   0.1800  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
        12680.0            -9.0            -9.0    -9.000   120.000 gg   20.460   0.1700  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
        12860.0            -9.0            -9.0    -9.000   120.000 gg   20.410   0.1700  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
        13050.0            -9.0            -9.0    -9.000   120.000 gg   20.480   0.1600  -9.0000  -9.0000  -9.0000 P60 cenko09 0 NNN  0.000  0.000 0 nnn
        96250.0            -9.0            -9.0    -9.000  1920.000 gg   22.300 100.0000  -9.0000  -9.0000  -9.0000 P60 cenko09 1 NNN  0.000  0.000 0 nnn
