Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (Jy)
           8116.4000              90.0000    3.9767134912178123e+46    7.5817653751639985e+45
           8551.9000              90.0000    3.8364037111012638e+46    4.7701689751031804e+45
           9180.0000              90.0000    4.3045157693928097e+46    5.3918636859004738e+45
           9439.2000              90.0000    4.0246146407507664e+46    3.9662836798678349e+45
           9867.7000             450.0000    3.8754693140342007e+46    6.3892962594638482e+45
          20081.1000              50.0000    2.2569622701460475e+46    1.4343300006093395e+45
          20574.4000              50.0000    1.8981227649369853e+46    1.4510356506001856e+45
          21189.6000              50.0000    1.9068841016734380e+46    1.4226072226860121e+45
          23072.3000             150.0000    1.7730635320648408e+46    1.0451532225009351e+45
          24954.9000             150.0000    1.4201175548122941e+46    9.6790271541884554e+44
          26877.3000             150.0000    1.4032152500155432e+46    9.4345860210893660e+44
          28832.5000             150.0000    1.1779430517901962e+46    9.2218682444016392e+44
          95508.3000             450.0000    3.7837661482541342e+45    3.3804281863135252e+44
         100674.1000             450.0000    3.9950690298891027e+45    2.9068797840937377e+44
         112561.1000             450.0000    3.2234748519844028e+45    4.5721524189841519e+44
         185436.9000            1440.0000    1.2323222224518736e+45    8.1720773593040513e+43
         203129.9000             450.0000    1.4625956630015862e+45    1.1046223501910798e+44
         270548.6000            1350.0000    5.3397911935137578e+44    5.6558490196875124e+43
