Tstart(s)          Tend(s)      Tmid(s)  ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  Calib   Galactic Extiction   Host     Corrected? Notes  
           -9.0            -9.0         41774.4    -9.000  1177.000 KS   16.913   0.1740  -9.0000  -9.0000  -9.0000 PAIRITEL thoene10 0 2MASS  0.000  0.000 0 nnn
           -9.0            -9.0         44160.8    -9.000  2260.000 KS   17.162   0.2170  -9.0000  -9.0000  -9.0000 PAIRITEL thoene10 0 2MASS  0.000  0.000 0 nnn
           -9.0            -9.0         48812.5    -9.000   683.000 KS   17.197   0.1850  -9.0000  -9.0000  -9.0000 PAIRITEL thoene10 0 2MASS  0.000  0.000 0 nnn
           -9.0            -9.0         54089.9    -9.000  2190.000 KS   17.326   0.1910  -9.0000  -9.0000  -9.0000 PAIRITEL thoene10 0 2MASS  0.000  0.000 0 nnn
           -9.0            -9.0        132471.1    -9.000   706.000 KS   18.000 100.0000  -9.0000  -9.0000  -9.0000 PAIRITEL thoene10 1 2MASS  0.000  0.000 0 nnn
           -9.0            -9.0        139460.0    -9.000  2237.000 KS   18.148   0.2650  -9.0000  -9.0000  -9.0000 PAIRITEL thoene10 0 2MASS  0.000  0.000 0 nnn
           -9.0            -9.0        217968.2    -9.000  2237.000 KS   18.800 100.0000  -9.0000  -9.0000  -9.0000 PAIRITEL thoene10 1 2MASS  0.000  0.000 0 nnn
           -9.0            -9.0        299311.2    -9.000  2213.000 KS   18.800 100.0000  -9.0000  -9.0000  -9.0000 PAIRITEL thoene10 1 2MASS  0.000  0.000 0 nnn
           -9.0            -9.0        392709.6    -9.000  2260.000 KS   18.900 100.0000  -9.0000  -9.0000  -9.0000 PAIRITEL thoene10 1 2MASS  0.000  0.000 0 nnn
           -9.0            -9.0        476969.5    -9.000  2260.000 KS   19.000 100.0000  -9.0000  -9.0000  -9.0000 PAIRITEL thoene10 1 2MASS  0.000  0.000 0 nnn
