z=   3.2100000e+00 0.
TotalEnergy(erg)    8.2199146206080055e+04    1.4616648053165201e+04
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)    4.9199204019689547e+04    8.8789870833258956e+03
Energy2(erg)    3.3106583904044874e+03   -1.2608722505190217e+03
T_min_T_max    3.9575771612898843e+03    1.0987515339871628e+05
Interval1    3.9575771612898843e+03    1.8604391936031761e+05
Interval2    1.8604391936031761e+05    1.0987515339871628e+05
