76	11.796	0.16	H
92	11.276	0.07	H
107	10.816	0.19	H
122	10.736	0.12	H
137	10.826	0.02	H
529	12.056	0.03	H
1383	13.386	0.04	H
2663	14.706	0.22	H
4883	15.296	0.1	H
5809	15.216	0.12	H
6734	15.416	0.1	H
7659	15.646	0.15	H
5184	14.716	0.06	H
6048	15.736	0.07	H
304.128	13.348	0.2	R
41511.744	19.848	0.1	R
62531.136	20.288	0.05	R
2051.136	15.588	0.39	R
2412.288	15.618	0.14	R
2655.936	15.718	0.22	R
2837.376	15.518	0.22	R
4649.0112	16.778	0.02	R
8819.9712	17.658	0.03	R
62553.6	20.288	0.05	R
