time_sec	flux	flux_err	band_init	band_norm	source
149849	1.1941065007824785e-13	4.3992509250384275e-15	R	R	astro-ph0005609
152441	1.1299079456688502e-13	4.162734707444192e-15	R	R	astro-ph0005609
154169	1.1723116008899872e-13	4.318955546485231e-15	R	R	astro-ph0005609
155033	7.658662393579233e-14	4.495527836195313e-15	B	R	astro-ph0005609
155897	1.1403628551672633e-13	4.201252017459629e-15	R	R	astro-ph0005609
156761	7.873229762447768e-14	4.621475884290026e-15	B	R	astro-ph0005609
158489	5.974566596756373e-14	6.0405445089241145e-15	U	R	astro-ph0005609
159353	1.1195488873568595e-13	4.124570526249559e-15	R	R	astro-ph0005609
160217	1.3395015555574125e-13	9.326457671444537e-15	I	R	astro-ph0005609
160781	1.3518958108505283e-13	8.273150566117922e-15	I	R	astro-ph0005609
236519	8.45168344421591e-14	8.0951839795238e-15	I	R	astro-ph0005609
257639	8.931887046178591e-14	9.348922324965554e-15	I	R	astro-ph0005609
258623	6.273874364073074e-14	4.2253225256094536e-15	V	R	astro-ph0005609
259727	5.809689546488526e-14	3.769140733929561e-15	B	R	astro-ph0005609
260291	7.396786146008717e-14	4.087615083807492e-15	R	R	astro-ph0005609
265775	7.604016711853074e-14	2.1010674633108584e-15	R	R	astro-ph0005609
266639	7.889383412902614e-14	2.9065562623142472e-15	R	R	astro-ph0005609
267503	7.465227765551326e-14	2.750291547002197e-15	R	R	astro-ph0005609
269231	5.4469441908220836e-14	3.1972801481068053e-15	B	R	astro-ph0005609
270095	6.691690061806271e-14	2.78838573801286e-15	V	R	astro-ph0005609
261455	4.5321722408178016e-14	5.561367443932746e-15	U	R	astro-ph0005609
268172	1.0376636647728073e-13	8.878930611311878e-15	J	R	astro-ph0005609
269900	1.1347481796300916e-13	1.3378746881227061e-14	H	R	astro-ph0005609
271628	1.2802970760973391e-13	1.9775481313076564e-14	K	R	astro-ph0005609
330455	7.429220052592631e-14	8.440166485021207e-15	I	R	astro-ph0005609
343804	7.396786146008717e-14	3.4063459031729104e-15	R	R	astro-ph0005609
430199	3.475706232622163e-14	8.323233733216779e-15	R	R	astro-ph0005609
502061	2.9994599170928815e-14	1.933823273796743e-15	R	R	astro-ph0005609
505439	1.6455322810791806e-14	1.5567141146149827e-15	U	R	astro-ph0005609
503255	3.272979026230083e-14	4.602927012494263e-15	I	R	astro-ph0005609
585455	2.4719692421299856e-14	1.1383839054536588e-15	R	R	astro-ph0005609
587033	2.5759843623547553e-14	2.2401287286578567e-15	I	R	astro-ph0005609
587997	1.4065427144568267e-14	1.2195125833180388e-15	B	R	astro-ph0005609
592753	9.73433765283696e-15	1.269520045507652e-15	U	R	astro-ph0005609
669663	1.857988675693735e-14	2.5669062165624854e-15	R	R	astro-ph0005609
675683	8.09666939531039e-15	1.593318518475475e-15	U	R	astro-ph0005609
677039	1.2593687877651257e-14	1.3996973269431316e-15	B	R	astro-ph0005609
678617	1.90082975772799e-14	2.67321622530435e-15	I	R	astro-ph0005609
746903	1.6863325474290418e-14	3.1378151899987925e-15	I	R	astro-ph0005609
777563	8.793320963009992e-15	2.4626883843109474e-15	B	R	astro-ph0005609
847367	8.221351606602791e-15	2.0558718453544337e-15	I	R	astro-ph0005609
863799	7.328972003005675e-15	1.2150418810385935e-15	R	R	astro-ph0005609
955319	7.465227765551326e-15	1.5126603508512083e-15	R	R	astro-ph0005609
