Time	Flux	Flux_err	Band
nan	nan	nan	Band
6053.184	1028.96567918	303.860696856	R
14282.784	928.968288908	8.51683246559	R
15024.96	904.484001043	8.29235916517	R
15132.96	891.252763037	8.171054446	R
15873.408	857.434372294	7.86100557603	R
15963.264	856.645009623	7.85376865556	R
16053.12	854.281279106	7.83209784393	R
16142.976	847.229148902	7.76744352559	R
16500.672	834.06690522	7.64677135018	R
16753.824	821.109145364	7.52797389375	R
17171.136	799.467639487	7.32956337527	R
29261.088	581.30075798	0.0	R
32380.992	421.1151727	47.5203154787	R
57520.8	305.070974437	62.7444858468	R
64359.36	366.775982599	0.0	R
64540.8	231.42	38.9332280914	R
81021.6	157.18130466	2.86888212885	R
81112.32	158.489643765	2.89276200874	R
81202.176	157.18130466	2.86888212885	R
81292.032	157.326140681	2.87152568416	R
5002200.0	6.37383606527	0.771090645308	R
