time_sec	mag	mag_err	band	source
2312.8	20.400565729306507	0.13386	r	nissim
2408.9	20.244267729306504	0.124131	r	nissim
2504.1	20.119941729306504	0.116618	r	nissim
2594.2	20.687892729306505	0.194809	r	nissim
2695.3	20.395859729306505	0.144945	r	nissim
2814.3	20.528433729306506	0.163492	r	nissim
3175.2	20.267939729306505	0.130409	r	nissim
3472.4	20.551670729306505	0.175533	r	nissim
3745.5	20.105336729306504	0.120953	r	nissim
3843.0	20.193239729306505	0.133241	r	nissim
4991.4	20.642400729306505	0.032071	r	nissim
2216.6	18.826505405410263	0.040618	i	nissim
2312.8	18.85649240541026	0.037993	i	nissim
2408.9	18.95228340541026	0.043489	i	nissim
2504.1	18.81278640541026	0.039742	i	nissim
2594.2	18.83099640541026	0.039957	i	nissim
2695.3	18.80469540541026	0.038092	i	nissim
2814.3	18.84999540541026	0.040463	i	nissim
2913.4	18.76895840541026	0.044225	i	nissim
3002.4	18.74403340541026	0.040509	i	nissim
3175.2	18.877544405410262	0.040845	i	nissim
3279.1	18.86562540541026	0.040861	i	nissim
3472.5	18.91313640541026	0.044766	i	nissim
3563.4	18.78806140541026	0.041738	i	nissim
3657.1	19.00086640541026	0.054019	i	nissim
3745.5	18.81588640541026	0.041774	i	nissim
3843.0	18.845745405410263	0.044021	i	nissim
4474.2	19.03538340541026	0.048639	i	nissim
4569.4	19.09098440541026	0.048379	i	nissim
4740.1	19.11107540541026	0.055559	i	nissim
4835.1	19.07758140541026	0.056409	i	nissim
4944.7	19.209118405410262	0.066624	i	nissim
5114.8	19.10262140541026	0.052127	i	nissim
5216.5	19.22102940541026	0.060066	i	nissim
5394.7	19.11374640541026	0.053328	i	nissim
5502.6	19.09741540541026	0.051938	i	nissim
5675.4	19.273377405410262	0.062396	i	nissim
5773.4	19.363347405410263	0.07201	i	nissim
5871.5	19.24401940541026	0.067426	i	nissim
5962.1	19.34598640541026	0.074066	i	nissim
6059.1	19.45639440541026	0.075621	i	nissim
6150.8	19.38666340541026	0.067728	i	nissim
6263.2	19.33092440541026	0.066859	i	nissim
6384.8	19.449096405410263	0.078535	i	nissim
6487.6	19.58866640541026	0.086704	i	nissim
6581.2	19.428397405410262	0.07534	i	nissim
6701.5	19.32199340541026	0.084021	i	nissim
6793.8	19.33354740541026	0.072757	i	nissim
6895.2	19.691306405410263	0.108687	i	nissim
7001.0	19.62413940541026	0.110404	i	nissim
7096.6	19.36380740541026	0.091826	i	nissim
7189.3	19.60129040541026	0.127563	i	nissim
7285.5	19.781765405410262	0.161787	i	nissim
7387.0	19.83560640541026	0.172311	i	nissim
7670.2	19.508596405410263	0.118232	i	nissim
4991.4	19.091017405410263	0.009121	i	nissim
2209.8500000000004	18.516843209677948	0.09612	Z	nissim
2497.3500000000004	18.48292320967795	0.093463	Z	nissim
2587.45	18.43028420967795	0.085728	Z	nissim
2906.6499999999996	18.40714920967795	0.09608	Z	nissim
2995.6499999999996	18.35771720967795	0.088993	Z	nissim
3465.6499999999996	18.663299209677948	0.111616	Z	nissim
3556.6499999999996	18.455978209677948	0.090967	Z	nissim
3836.25	18.49028620967795	0.097461	Z	nissim
4467.4	18.66566220967795	0.110604	Z	nissim
4828.25	18.78068920967795	0.128702	Z	nissim
4937.95	18.68743320967795	0.118025	Z	nissim
5387.95	18.578711209677948	0.099306	Z	nissim
5495.85	18.71197320967795	0.113722	Z	nissim
5955.35	18.80896820967795	0.139549	Z	nissim
6256.45	19.218676209677948	0.180401	Z	nissim
