576	4.30663E-14	1.18997E-15	1.18997E-15	J
996	2.41066E-14	8.88122E-16	8.88122E-16	J
1596	1.69878E-14	6.25853E-16	6.25853E-16	J
2376	9.68583E-15	9.81308E-16	9.81308E-16	J
6786	4.26714E-15	5.10924E-16	5.10924E-16	J
9036	2.61901E-15	7.23659E-16	7.23659E-16	J
8406	2.2189E-15	6.13105E-16	6.13105E-16	J
112116	3.82065E-15	4.22274E-16	4.22274E-16	J
178356	2.69238E-15	5.70349E-16	5.70349E-16	J
181866	2.69238E-15	3.96765E-16	3.96765E-16	J
197916	1.65248E-15	2.73959E-16	2.73959E-16	J
284256	1.7145E-15	3.15822E-16	3.15822E-16	J
346836	1.6832E-15	1.39526E-16	1.39526E-16	J
354756	1.34939E-15	1.36712E-16	1.36712E-16	J
438156	8.9978E-16	1.07735E-16	1.07735E-16	J
870036	5.9448E-16	7.11797E-17	7.11797E-17	J
