time	flux	flux_err	band
410.2	1.0047242124983028e-12	8.840484013652236e-14	R
490.3	1.54613208375741e-12	1.360428642947159e-13	R
535.1	1.1299457481589438e-12	9.94229779538663e-14	R
618.1	1.2707990113848554e-12	1.1181653835909315e-13	R
705.9	8.419999472598606e-13	7.408686862176504e-14	R
1082.8	9.654771689648497e-13	8.49515257182516e-14	R
1083.9	8.583696474965111e-13	7.552722480558327e-14	R
1336.7	7.934610859006108e-13	6.981597495214318e-14	R
1423.0	6.149709149410304e-13	5.41107746261906e-14	R
1588.6	8.089586371881774e-13	7.117959148197645e-14	R
2089.8	1.1282014363309759e-12	9.926949742021992e-14	R
2207.6	2.7784891186005504e-12	2.444769254044061e-13	R
2455.8	4.275243745411792e-12	3.761751087076884e-13	R
2504.2	2.1112894438507002e-12	1.8577058604115133e-13	R
2883.8	1.8043574799007882e-12	1.5876390015835647e-13	R
3176.3	2.1515428322096173e-12	1.893124478959372e-13	R
3472.0	1.8033511465364446e-12	1.5867535373030307e-13	R
3681.1	2.027763700134106e-12	1.7842122595935852e-13	R
6257.0	4.933721836488014e-13	4.34114043244009e-14	R
6423.8	5.658282574213229e-13	4.978675343921158e-14	R
6672.5	8.208669234971287e-13	7.2227391599009e-14	R
7009.7	7.295588537115027e-13	6.419327117854121e-14	R
11420.8	7.856452195828266e-13	6.91282634351365e-14	R
13233.6	4.028020946433273e-13	3.544221821334852e-14	R
17347.0	6.421084013968677e-13	5.649857928142899e-14	R
18229.2	6.542515019259313e-13	5.756704050459941e-14	R
20843.6	2.355493251373599e-13	2.0725787409118675e-14	R
22437.9	3.034098056611645e-13	2.669677413131302e-14	R
22858.8	2.8043183661978743e-13	2.467496192205629e-14	R
25047.6	1.818110706497222e-13	1.599740350227279e-14	R
25725.4	9.897633683177438e-14	8.708844801454774e-15	R
time	flux	flux_err	band
410.2	1.0047242124983028e-12	8.840484013652236e-14	R
490.3	1.54613208375741e-12	1.360428642947159e-13	R
535.1	1.1299457481589438e-12	9.94229779538663e-14	R
618.1	1.2707990113848554e-12	1.1181653835909315e-13	R
705.9	8.419999472598606e-13	7.408686862176504e-14	R
1082.8	9.654771689648497e-13	8.49515257182516e-14	R
1083.9	8.583696474965111e-13	7.552722480558327e-14	R
1336.7	7.934610859006108e-13	6.981597495214318e-14	R
1423.0	6.149709149410304e-13	5.41107746261906e-14	R
1588.6	8.089586371881774e-13	7.117959148197645e-14	R
2089.8	1.1282014363309759e-12	9.926949742021992e-14	R
2207.6	2.7784891186005504e-12	2.444769254044061e-13	R
2455.8	4.275243745411792e-12	3.761751087076884e-13	R
2504.2	2.1112894438507002e-12	1.8577058604115133e-13	R
2883.8	1.8043574799007882e-12	1.5876390015835647e-13	R
3176.3	2.1515428322096173e-12	1.893124478959372e-13	R
3472.0	1.8033511465364446e-12	1.5867535373030307e-13	R
3681.1	2.027763700134106e-12	1.7842122595935852e-13	R
6257.0	4.933721836488014e-13	4.34114043244009e-14	R
6423.8	5.658282574213229e-13	4.978675343921158e-14	R
6672.5	8.208669234971287e-13	7.2227391599009e-14	R
7009.7	7.295588537115027e-13	6.419327117854121e-14	R
11420.8	7.856452195828266e-13	6.91282634351365e-14	R
13233.6	4.028020946433273e-13	3.544221821334852e-14	R
17347.0	6.421084013968677e-13	5.649857928142899e-14	R
18229.2	6.542515019259313e-13	5.756704050459941e-14	R
20843.6	2.355493251373599e-13	2.0725787409118675e-14	R
22437.9	3.034098056611645e-13	2.669677413131302e-14	R
22858.8	2.8043183661978743e-13	2.467496192205629e-14	R
25047.6	1.818110706497222e-13	1.599740350227279e-14	R
25725.4	9.897633683177438e-14	8.708844801454774e-15	R
