time_sec	flux	flux_err	band_init	band_norm	source
810	2.3453059662155797e-12	4.515427457995599e-13	H	R	12634
697	6.522566541655299e-13	1.2036360831182842e-13	i'	R	12635
593.5	2.435201336165382e-12	5.388657118905741e-13	v_swift	R	12642
1143.5	1.4561691783998696e-12	2.8368716454041365e-13	b_swift	R	12642
6162	6.835500890076513e-13	6.176457322867283e-14	u_swift	R	12642
642.5	1.4060040347305607e-12	3.193535857557858e-13	uvw1_swift	R	12642
5751	4.759709887463128e-13	8.031820888213372e-14	uvm2_swift	R	12642
5342	6.622575508874277e-13	8.571693449415322e-14	uvw2_swift	R	12642
64202.2	1.6702826785578788e-13	1.5672741322070662e-14	g'	R	12647
64202.2	1.5439590088197546e-13	1.4223607202603063e-14	r'	R	12647
64202.2	1.4942336703303526e-13	1.3859958398323524e-14	i'	R	12647
64202.2	1.299411386925877e-13	1.2388865612372552e-14	z'	R	12647
64300	7.121442261280248e-14	1.340331022140557e-14	J	R	12647
64300	4.468888390228619e-14	8.603969646023241e-15	H	R	12647
64300	2.9766633896203773e-14	1.118381526623414e-14	K	R	12647
