T_start(s)	T_end(s)	Midtime(s)	Exp_time(s)	Mag	MagErr	Filter	Telescope	Source
-9.	-9.	86.	-9.	16.44	0.03	RC	TNT	xin11
-9.	-9.	109.	-9.	16.5	0.03	RC	TNT	xin11
-9.	-9.	133.	-9.	16.59	0.03	RC	TNT	xin11
-9.	-9.	155.	-9.	16.66	0.03	RC	TNT	xin11
-9.	-9.	178.	-9.	16.76	0.03	RC	TNT	xin11
-9.	-9.	201.	-9.	16.88	0.04	RC	TNT	xin11
-9.	-9.	223.	-9.	17.01	0.04	RC	TNT	xin11
-9.	-9.	246.	-9.	17.01	0.04	RC	TNT	xin11
-9.	-9.	269.	-9.	17.07	0.04	RC	TNT	xin11
-9.	-9.	292.	-9.	17.09	0.04	RC	TNT	xin11
-9.	-9.	314.	-9.	17.22	0.04	RC	TNT	xin11
-9.	-9.	337.	-9.	17.3	0.05	RC	TNT	xin11
-9.	-9.	360.	-9.	17.31	0.05	RC	TNT	xin11
-9.	-9.	382.	-9.	17.44	0.05	RC	TNT	xin11
-9.	-9.	405.	-9.	17.5	0.06	RC	TNT	xin11
-9.	-9.	428.	-9.	17.56	0.06	RC	TNT	xin11
-9.	-9.	451.	-9.	17.69	0.06	RC	TNT	xin11
-9.	-9.	473.	-9.	17.63	0.06	RC	TNT	xin11
-9.	-9.	496.	-9.	17.8	0.06	RC	TNT	xin11
-9.	-9.	519.	-9.	17.89	0.06	RC	TNT	xin11
-9.	-9.	570.	-9.	17.93	0.06	RC	TNT	xin11
-9.	-9.	649.	-9.	18.12	0.07	RC	TNT	xin11
-9.	-9.	728.	-9.	18.3	0.07	RC	TNT	xin11
-9.	-9.	807.	-9.	18.38	0.08	RC	TNT	xin11
-9.	-9.	885.	-9.	18.46	0.09	RC	TNT	xin11
-9.	-9.	964.	-9.	18.72	0.08	RC	TNT	xin11
-9.	-9.	1040.	-9.	18.71	0.08	RC	TNT	xin11
-9.	-9.	1120.	-9.	18.78	0.11	RC	TNT	xin11
-9.	-9.	1200.	-9.	18.85	0.11	RC	TNT	xin11
-9.	-9.	1280.	-9.	19.01	0.11	RC	TNT	xin11
-9.	-9.	1360.	-9.	19.04	0.12	RC	TNT	xin11
-9.	-9.	1440.	-9.	19.12	0.12	RC	TNT	xin11
-9.	-9.	1510.	-9.	19.06	0.12	RC	TNT	xin11
-9.	-9.	1910.	-9.	19.72	0.12	VJ	TNT	xin11
-9.	-9.	2540.	-9.	20.04	0.12	VJ	TNT	xin11
-9.	-9.	3180.	-9.	20.1	0.12	VJ	TNT	xin11
-9.	-9.	3810.	-9.	20.05	0.12	VJ	TNT	xin11
-9.	-9.	4450.	-9.	20.17	0.12	VJ	TNT	xin11
-9.	-9.	5080.	-9.	20.19	0.14	VJ	TNT	xin11
-9.	-9.	5880.	-9.	20.3	0.14	VJ	TNT	xin11
-9.	-9.	7050.	-9.	20.47	0.16	VJ	TNT	xin11
-9.	-9.	8280.	-9.	20.69	0.17	VJ	TNT	xin11
-9.	-9.	9520.	-9.	20.65	0.17	VJ	TNT	xin11
-9.	-9.	10700.	-9.	20.71	0.18	VJ	TNT	xin11
-9.	-9.	58600.	-9.	21.67	100.	RC	Lemmon1m	xin11
44700.	-9.	-9.	-9.	21.9	0.05	gg	GROND	nicuesa11
45500.	-9.	-9.	-9.	21.98	0.06	gg	GROND	nicuesa11
46300.	-9.	-9.	-9.	22.03	0.04	gg	GROND	nicuesa11
47000.	-9.	-9.	-9.	22.	0.05	gg	GROND	nicuesa11
47800.	-9.	-9.	-9.	22.08	0.05	gg	GROND	nicuesa11
49100.	-9.	-9.	-9.	22.17	0.03	gg	GROND	nicuesa11
50900.	-9.	-9.	-9.	22.28	0.03	gg	GROND	nicuesa11
52800.	-9.	-9.	-9.	22.34	0.03	gg	GROND	nicuesa11
54600.	-9.	-9.	-9.	22.44	0.04	gg	GROND	nicuesa11
56400.	-9.	-9.	-9.	22.58	0.04	gg	GROND	nicuesa11
140000.	-9.	-9.	-9.	24.03	0.1	gg	GROND	nicuesa11
223000.	-9.	-9.	-9.	24.23	0.11	gg	GROND	nicuesa11
44700.	-9.	-9.	-9.	21.5	0.08	rr	GROND	nicuesa11
45500.	-9.	-9.	-9.	21.57	0.06	rr	GROND	nicuesa11
46300.	-9.	-9.	-9.	21.67	0.05	rr	GROND	nicuesa11
47000.	-9.	-9.	-9.	21.82	0.05	rr	GROND	nicuesa11
47800.	-9.	-9.	-9.	21.83	0.04	rr	GROND	nicuesa11
49100.	-9.	-9.	-9.	21.84	0.03	rr	GROND	nicuesa11
50900.	-9.	-9.	-9.	21.96	0.03	rr	GROND	nicuesa11
52800.	-9.	-9.	-9.	22.1	0.04	rr	GROND	nicuesa11
54600.	-9.	-9.	-9.	22.2	0.03	rr	GROND	nicuesa11
56400.	-9.	-9.	-9.	22.29	0.04	rr	GROND	nicuesa11
140000.	-9.	-9.	-9.	23.8	0.11	rr	GROND	nicuesa11
223000.	-9.	-9.	-9.	24.24	0.12	rr	GROND	nicuesa11
44700.	-9.	-9.	-9.	21.46	0.08	ii	GROND	nicuesa11
45500.	-9.	-9.	-9.	21.59	0.08	ii	GROND	nicuesa11
46300.	-9.	-9.	-9.	21.59	0.09	ii	GROND	nicuesa11
47000.	-9.	-9.	-9.	21.55	0.08	ii	GROND	nicuesa11
47800.	-9.	-9.	-9.	21.64	0.08	ii	GROND	nicuesa11
49100.	-9.	-9.	-9.	21.67	0.05	ii	GROND	nicuesa11
50900.	-9.	-9.	-9.	21.79	0.06	ii	GROND	nicuesa11
52800.	-9.	-9.	-9.	21.87	0.05	ii	GROND	nicuesa11
54600.	-9.	-9.	-9.	21.96	0.07	ii	GROND	nicuesa11
56400.	-9.	-9.	-9.	22.07	0.06	ii	GROND	nicuesa11
140000.	-9.	-9.	-9.	23.63	0.17	ii	GROND	nicuesa11
223000.	-9.	-9.	-9.	23.84	0.15	ii	GROND	nicuesa11
44700.	-9.	-9.	-9.	21.3	0.08	zz	GROND	nicuesa11
45500.	-9.	-9.	-9.	21.5	0.21	zz	GROND	nicuesa11
46300.	-9.	-9.	-9.	21.41	0.11	zz	GROND	nicuesa11
47000.	-9.	-9.	-9.	21.47	0.14	zz	GROND	nicuesa11
47800.	-9.	-9.	-9.	21.29	0.15	zz	GROND	nicuesa11
49100.	-9.	-9.	-9.	21.5	0.07	zz	GROND	nicuesa11
50900.	-9.	-9.	-9.	21.52	0.07	zz	GROND	nicuesa11
52800.	-9.	-9.	-9.	21.71	0.09	zz	GROND	nicuesa11
54600.	-9.	-9.	-9.	21.86	0.05	zz	GROND	nicuesa11
56400.	-9.	-9.	-9.	21.93	0.11	zz	GROND	nicuesa11
140000.	-9.	-9.	-9.	23.38	0.18	zz	GROND	nicuesa11
223000.	-9.	-9.	-9.	24.1	100.	zz	GROND	nicuesa11
44700.	-9.	-9.	-9.	21.2	100.	J	GROND	nicuesa11
45500.	-9.	-9.	-9.	20.9	100.	J	GROND	nicuesa11
46300.	-9.	-9.	-9.	21.6	100.	J	GROND	nicuesa11
47000.	-9.	-9.	-9.	21.6	100.	J	GROND	nicuesa11
47800.	-9.	-9.	-9.	21.7	100.	J	GROND	nicuesa11
49100.	-9.	-9.	-9.	22.1	100.	J	GROND	nicuesa11
50900.	-9.	-9.	-9.	22.1	100.	J	GROND	nicuesa11
52800.	-9.	-9.	-9.	22.2	100.	J	GROND	nicuesa11
54600.	-9.	-9.	-9.	22.	100.	J	GROND	nicuesa11
56400.	-9.	-9.	-9.	22.2	100.	J	GROND	nicuesa11
140000.	-9.	-9.	-9.	22.7	100.	J	GROND	nicuesa11
223000.	-9.	-9.	-9.	22.7	100.	J	GROND	nicuesa11
44700.	-9.	-9.	-9.	20.6	100.	H	GROND	nicuesa11
45500.	-9.	-9.	-9.	20.2	100.	H	GROND	nicuesa11
46300.	-9.	-9.	-9.	20.8	100.	H	GROND	nicuesa11
47000.	-9.	-9.	-9.	21.	100.	H	GROND	nicuesa11
