time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
107566.0	6.309043804123498e-14	2.6630436299122894e-15	r	-13.24830183690703	5.031675019046017	21.26	0.04	manual
107566.0	4.518683656921766e-14	7.248679010872422e-15	i	-13.380854413753406	5.031675019046017	21.04	0.04	manual
1281676.0	7.015628445572647e-14	8.400122367915491e-15	R	-13.199748565630324	6.107778252018885	20.89	0.13	manual
1378266.0	7.482842088040454e-14	6.8919522580601554e-15	R	-13.171748565630322	6.139333042813833	20.82	0.1	manual
1542545.0	6.951308777371775e-14	4.481674390920976e-15	R	-13.203748565630322	6.188237842375697	20.9	0.07	manual
66026.0	6.667507958593675e-14	6.2927395186419916e-15	r	-13.224301836907028	4.819714987557009	21.2	0.1	manual
156513.0	5.1768619070021086e-14	4.768066022220713e-15	R	-13.331748565630322	5.19455041596417	21.22	0.1	manual
107566.0	6.251202142853382e-14	2.6386286991603024e-15	r	-13.252301836907028	5.031675019046017	21.27	0.04	manual
107566.0	4.6026922582814046e-14	7.383442015243301e-15	i	-13.372854413753403	5.031675019046017	21.02	0.04	manual
107566.0	4.615390916911114e-14	1.7380034391807005e-14	z	-13.362469484683688	5.031675019046017	20.53	0.24	manual
199210.0	5.545791563496968e-14	4.242996953380132e-15	r	-13.304301836907026	5.299311135472284	21.4	0.08	manual
199210.0	4.355238457116517e-14	7.518945730912541e-15	i	-13.396854413753404	5.299311135472284	21.08	0.08	manual
280366.0	5.860889626752976e-14	2.473878018716955e-15	r	-13.280301836907029	5.447725345572488	21.34	0.04	manual
280366.0	4.355238457116517e-14	6.986487213612764e-15	i	-13.396854413753404	5.447725345572488	21.08	0.04	manual
280366.0	3.5992208088428354e-14	1.596924986284339e-14	z	-13.470469484683688	5.447725345572488	20.8	0.35	manual
57670.0	1.0466807199285435e-13	2.8987701322947584e-14	Rc	-13.02494478627286	4.760949951410898	20.4	0.3	manual
57670.0	9.290976278797044e-14	4.090632250866381e-14	Ic	-13.063960668679224	4.760949951410898	19.7	0.43	manual
80891.0	5.27310695561775e-14	4.856710987907459e-15	R	-13.323748565630323	4.907900204334536	21.2	0.1	manual
60052.0	1.2079990154209435e-13	2.2252164202077997e-14	R	-12.963748565630324	4.778527475927096	20.3	0.2	manual
