time_sec	flux	flux_err	band	logF	logT	mag	mag_err
107566.0	5.645444771080053e-14	2.3829388735295087e-15	r	-13.24830183690703	5.031675019046017	21.26	0.04
107566.0	4.1605005738416496e-14	6.674097032247898e-15	i	-13.380854413753406	5.031675019046017	21.04	0.04
1281676.0	6.313227423868634e-14	7.559106544538181e-15	R	-13.199748565630323	6.107778252018885	20.89	0.13
1378266.0	6.733663882742784e-14	6.201933631054377e-15	R	-13.171748565630322	6.139333042813833	20.82	0.1
1542545.0	6.255347406942121e-14	4.032971513402689e-15	R	-13.203748565630322	6.188237842375697	20.9	0.07
66026.0	5.966204881376107e-14	5.630855406023242e-15	r	-13.224301836907028	4.819714987557009	21.2	0.1
156513.0	4.658557221839715e-14	4.2906897655471535e-15	R	-13.331748565630322	5.19455041596417	21.22	0.1
107566.0	5.593687022313982e-14	2.3610919586198357e-15	r	-13.252301836907028	5.031675019046017	21.27	0.04
107566.0	4.237850054509325e-14	6.798177760085263e-15	i	-13.372854413753405	5.031675019046017	21.02	0.04
107566.0	4.3404076006210167e-14	1.6344538248504463e-14	z	-13.362469484683688	5.031675019046017	20.53	0.24
199210.0	4.962473071304574e-14	3.796709249112003e-15	r	-13.304301836907026	5.2993111354722835	21.4	0.08
199210.0	4.010011205872783e-14	6.922940485162505e-15	i	-13.396854413753404	5.2993111354722835	21.08	0.08
280366.0	5.244428430755943e-14	2.2136701152601682e-15	r	-13.280301836907027	5.447725345572488	21.34	0.04
280366.0	4.010011205872783e-14	6.432688426163157e-15	i	-13.396854413753404	5.447725345572488	21.08	0.04
280366.0	3.384780538908276e-14	1.501780774992075e-14	z	-13.470469484683688	5.447725345572488	20.8	0.35
57670.0	9.441809064391603e-14	2.614898085880173e-14	Rc	-13.02494478627286	4.760949951410898	20.4	0.3
57670.0	8.630567058475063e-14	3.799867192991495e-14	Ic	-13.063960668679224	4.760949951410898	19.7	0.43
80891.0	4.7451662669232364e-14	4.37045964399826e-15	R	-13.323748565630323	4.907900204334536	21.2	0.1
60052.0	1.0870547907899236e-13	2.0024289252325116e-14	R	-12.963748565630324	4.778527475927096	20.3	0.2
