22.173 -9. -9. -9.
23.210 -9. -9. -9.
25.119 -9. -9. -9.
26.154 -9. -9. -9.
28.160 -9. -9. -9.
30.153  -9. -9. -9.
32.106  -9. -9. -9.
34.135  -9. -9. -9.
44.111 -9. -9. -9.
20.214 -9. -9. -9.
22.169 -9. -9. -9.
23.202 -9. -9. -9.
25.109 -9. -9. -9.
26.126 -9. -9. -9.
27.173 -9. -9. -9.
28.015 -9. -9. -9.
30.147  -9. -9. -9.
31.105 -9. -9. -9. 
32.100 -9. -9. -9. 
34.124 -9. -9. -9. 
41.114 -9. -9. -9. 
44.109 -9. -9. -9. 
20.162  -9. -9. -9.
20.208  -9. -9. -9.
21.196  -9. -9. -9.
22.186 -9. -9. -9. 
23.196 -9. -9. -9. 
25.112 -9. -9. -9. 
26.140 -9. -9. -9. 
27.167 -9. -9. -9. 
28.168 -9. -9. -9. 
30.143 -9. -9. -9. 
31.102 -9. -9. -9. 
32.097  -9. -9. -9.
34.118 -9. -9. -9. 
41.112 -9. -9. -9. 
44.108 -9. -9. -9. 
19.146 -9. -9. -9. 
19.230 -9. -9. -9. 
20.162  -9. -9. -9.
20.168  -9. -9. -9.
20.191  -9. -9. -9.
20.240 -9. -9. -9. 
21.180 -9. -9. -9. 
22.161 -9. -9. -9. 
23.192 -9. -9. -9. 
25.114 -9. -9. -9. 
26.112 -9. -9. -9. 
27.162 -9. -9. -9. 
28.136 -9. -9. -9. 
30.140  -9. -9. -9.
31.098 -9. -9. -9. 
32.094 -9. -9. -9. 
34.113 -9. -9. -9. 
44.106 -9. -9. -9. 
20.191 -9. -9. -9. 
21.172  -9. -9. -9.
22.177  -9. -9. -9.
23.100  -9. -9. -9.
25.116 -9. -9. -9. 
26.102 -9. -9. -9. 
27.158 -9. -9. -9. 
28.134 -9. -9. -9. 
30.130 -9. -9. -9. 
31.089 -9. -9. -9. 
32.091 -9. -9. -9. 
34.109 -9. -9. -9. 
41.109  -9. -9. -9.
44.105 -9. -9. -9. 
 
