347677.2	17.1	0.07	UJ	mirabal06
437274.	16.87	0.04	UJ	mirabal06
602211.6	16.82	0.04	UJ	mirabal06
691635.6	16.92	0.05	UJ	mirabal06
864954.	16.93	0.04	UJ	mirabal06
1.0371492e6	17.32	0.07	UJ	mirabal06
1.2058884e6	17.62	0.06	UJ	mirabal06
1.381194e6	17.98	0.2	UJ	mirabal06
2.2431204e6	19.96	0.13	UJ	mirabal06
178419.6	18.08	0.1	BJ	mirabal06
347331.6	17.79	0.03	BJ	mirabal06
436582.8	17.66	0.03	BJ	mirabal06
601347.6	17.47	0.02	BJ	mirabal06
689216.4	17.44	0.02	BJ	mirabal06
779677.2	17.37	0.13	BJ	mirabal06
852426.	17.47	0.02	BJ	mirabal06
1.0366308e6	17.66	0.02	BJ	mirabal06
1.119402e6	17.78	0.02	BJ	mirabal06
1.20537e6	17.89	0.03	BJ	mirabal06
1.3802436e6	18.19	0.07	BJ	mirabal06
1.9841796e6	19.2	0.05	BJ	mirabal06
2.2429476e6	19.58	0.04	BJ	mirabal06
173926.8	17.84	0.06	VJ	mirabal06
177901.2	17.89	0.06	VJ	mirabal06
263264.4	17.73	0.06	VJ	mirabal06
348800.4	17.5	0.03	VJ	mirabal06
436064.4	17.3	0.03	VJ	mirabal06
601606.8	17.1	0.02	VJ	mirabal06
690426.	17.01	0.03	VJ	mirabal06
779158.8	17.	0.11	VJ	mirabal06
865645.2	16.93	0.02	VJ	mirabal06
1.0362852e6	16.97	0.03	VJ	mirabal06
1.1191428e6	17.04	0.02	VJ	mirabal06
1.2051108e6	17.09	0.05	VJ	mirabal06
1.3797252e6	17.25	0.04	VJ	mirabal06
1.9840068e6	17.86	0.03	VJ	mirabal06
2.2428612e6	18.07	0.03	VJ	mirabal06
86144.4	17.25	0.1	Rc	mirabal06
93402.	17.34	0.1	Rc	mirabal06
173926.8	17.76	0.06	Rc	mirabal06
174445.2	17.76	0.06	Rc	mirabal06
176432.4	17.77	0.06	Rc	mirabal06
180666.	17.78	0.06	Rc	mirabal06
261882.	17.78	0.15	Rc	mirabal06
346640.4	17.4	0.02	Rc	mirabal06
435718.8	17.22	0.03	Rc	mirabal06
601779.6	16.96	0.02	Rc	mirabal06
688006.8	16.82	0.03	Rc	mirabal06
778726.8	16.84	0.1	Rc	mirabal06
862880.4	16.83	0.02	Rc	mirabal06
1.036026e6	16.83	0.04	Rc	mirabal06
1.1187972e6	16.85	0.04	Rc	mirabal06
1.2048516e6	16.88	0.04	Rc	mirabal06
1.3792932e6	16.9	0.06	Rc	mirabal06
2.2426884e6	17.6	0.04	Rc	mirabal06
176432.4	17.65	0.08	Ic	mirabal06
261190.8	17.82	0.2	Ic	mirabal06
348022.8	17.36	0.03	Ic	mirabal06
427770.	17.24	0.04	Ic	mirabal06
601952.4	16.86	0.03	Ic	mirabal06
687142.8	16.81	0.1	Ic	mirabal06
778381.2	16.74	0.06	Ic	mirabal06
862707.6	16.77	0.06	Ic	mirabal06
1.035162e6	16.7	0.1	Ic	mirabal06
1.1180196e6	16.72	0.05	Ic	mirabal06
1.2045924e6	16.65	0.06	Ic	mirabal06
1.3789476e6	16.73	0.06	Ic	mirabal06
1.9837476e6	17.09	0.06	Ic	mirabal06
2.242602e6	17.17	0.04	Ic	mirabal06
171936.	18.31	0.09	J	kocevski07
257472.	18.18	0.09	J	kocevski07
346464.	17.85	0.19	J	kocevski07
430272.	17.58	0.02	J	kocevski07
516672.	17.25	0.05	J	kocevski07
601344.	17.15	0.07	J	kocevski07
688608.	17.12	0.04	J	kocevski07
774144.	16.96	0.06	J	kocevski07
862272.	17.14	0.07	J	kocevski07
1.121472e6	16.88	0.04	J	kocevski07
1.208736e6	16.97	0.02	J	kocevski07
1.292544e6	16.89	0.03	J	kocevski07
1.3824e6	16.93	0.05	J	kocevski07
171936.	17.97	0.21	H	kocevski07
257472.	18.04	0.33	H	kocevski07
346464.	17.89	0.17	H	kocevski07
430272.	17.59	0.13	H	kocevski07
516672.	17.34	0.13	H	kocevski07
601344.	17.15	0.11	H	kocevski07
688608.	17.13	0.3	H	kocevski07
774144.	16.89	0.11	H	kocevski07
862272.	16.79	0.04	H	kocevski07
1.121472e6	16.85	0.03	H	kocevski07
1.208736e6	16.73	0.05	H	kocevski07
1.292544e6	16.83	0.05	H	kocevski07
171936.	17.72	0.48	Ks	kocevski07
257472.	17.26	0.15	Ks	kocevski07
346464.	17.1	0.1	Ks	kocevski07
430272.	16.91	0.2	Ks	kocevski07
516672.	16.63	0.42	Ks	kocevski07
601344.	16.69	0.1	Ks	kocevski07
688608.	16.28	0.11	Ks	kocevski07
774144.	16.35	0.16	Ks	kocevski07
1.121472e6	16.32	0.21	Ks	kocevski07
1.292544e6	16.48	0.09	Ks	kocevski07
237629.8	18.63	0.06	BJ	ferrero06
249008.9	18.57	0.03	BJ	ferrero06
343483.6	18.41	0.08	BJ	ferrero06
423908.4	18.24	0.04	BJ	ferrero06
