time_sec	flux	flux_err	band	logF	logT	mag	mag_err
61.0	2.2029608215545997e-11	1.2184265209577718e-12	Rc	-10.656993226468819	1.7853298350107671	14.52	0.06
141542.0	5.4908433628437695e-15	1.6216251717219033e-15	i	-14.260360945222128	5.150885327929032	23.57	0.32
206.0	4.574226244693182e-12	5.643081412993942e-13	g	-11.339682358664154	2.3138672203691533	16.67	0.13
206.0	7.49905905247631e-12	5.528129251225919e-13	Rc	-11.124993226468819	2.3138672203691533	15.69	0.08
206.0	6.595753497041581e-12	4.519684686465917e-13	Ic	-11.180735583602878	2.3138672203691533	15.4	0.07
1951.0	1.3031871036233845e-12	2.040689619437459e-13	Rc	-11.884993226468819	3.2902572693945182	17.59	0.17
1951.0	6.656783252739592e-13	1.5405507079605094e-13	Ic	-12.176735583602879	3.2902572693945182	17.89	0.25
42461.0	4.347262644718586e-14	1.2012416875746805e-14	r	-13.361784120631286	4.627990218029882	21.5	0.3
2198094.0	2.7305581792926965e-14	5.029874047353861e-15	R	-13.563748565630323	6.342046260793745	21.8	0.2
58598.0	1.2084143651958564e-14	1.3359268092209943e-15	r	-13.917784120631287	4.767882793427877	22.89	0.12
58598.0	1.8691280490774114e-14	1.7571887837656245e-15	i	-13.728360945222127	4.767882793427877	22.24	0.1
58598.0	1.2702424277784864e-14	1.805688789232792e-15	Z	-13.896113385344115	4.767882793427877	22.01	0.15
58598.0	1.4841750608176644e-14	2.2826056758575737e-15	J	-13.828514870308256	4.767882793427877	21.19	0.15
33981.0	3.297735955045574e-14	1.824239755969967e-15	r	-13.481784120631287	4.531236155230248	21.8	0.06
4900.0	4.4356346739406863e-13	1.6358943170017867e-13	v	-12.353044230247221	3.690196080028514	19.1	0.4
4633.0	3.599576719872919e-13	3.315332678507115e-14	R	-12.443748565630322	3.6658623002031554	19.0	0.1
86.0	1.3069273134472004e-11	2.4074490796562244e-12	R	-10.883748565630324	1.9344984512435677	15.1	0.2
