time_sec	flux	flux_err	band	logF	logT	mag	mag_err
71353.0	7.366212598411375e-14	2.0460938671612168e-15	r	-13.132755751000449	4.853412237521525	20.93	0.03
71353.0	4.6240646327988306e-14	2.883632240242921e-15	z	-13.334976104200047	4.853412237521525	21.07	0.05
99373.0	5.287425351430867e-14	9.854994179588438e-16	r	-13.276755751000449	4.997268401058696	21.29	0.02
99373.0	6.307326622287111e-14	1.787403992664287e-15	i	-13.200154678665145	4.997268401058696	20.9	0.02
99373.0	2.7928032006852944e-14	5.0027432159909615e-15	Z	-13.55395966647146	4.997268401058696	21.12	0.19
99373.0	2.371543769734849e-14	6.476885089040899e-15	Y	-13.624968855503402	4.997268401058696	21.04	0.29
99373.0	2.579496539441945e-14	5.816156406872387e-15	J	-13.588465050423848	4.997268401058696	20.52	0.23
675733.0	6.47506673776692e-14	2.987549279254702e-15	r	-13.18875575100045	5.829775128585988	21.07	0.05
71711.0	6.970184099137735e-14	2.5755372419053765e-15	r	-13.156755751000448	4.8555857787205685	20.99	0.04
71711.0	1.2503278240036323e-13	2.0270804250478498e-14	z	-12.902976104200045	4.8555857787205685	19.99	0.17
48931.0	1.0870547907899236e-13	1.0012144626162558e-14	R	-12.963748565630324	4.689584091501692	20.3	0.1
94657.0	5.287425351430867e-14	9.854994179588438e-16	r	-13.276755751000449	4.976152736091284	21.29	0.02
94657.0	6.307326622287111e-14	1.787403992664287e-15	i	-13.200154678665145	4.976152736091284	20.9	0.02
94657.0	2.7928032006852944e-14	5.0027432159909615e-15	Z	-13.55395966647146	4.976152736091284	21.12	0.19
94657.0	2.371543769734849e-14	6.476885089040899e-15	Y	-13.624968855503402	4.976152736091284	21.04	0.29
94657.0	2.579496539441945e-14	5.816156406872387e-15	J	-13.588465050423848	4.976152736091284	20.52	0.23
-4657.0	5.5031168087634695e-14	2.4093719352664243e-15	g	-13.259391268787423		21.5	0.03
-4657.0	5.691729460479833e-14	1.5809770064388567e-15	r	-13.244755751000449		21.21	0.03
-4657.0	6.60458176807828e-14	2.313701453883864e-15	i	-13.180154678665145		20.85	0.03
-4657.0	6.74565142676185e-14	3.394115554779437e-15	z	-13.170976104200045		20.66	0.03
-4657.0	3.4636575705390185e-14	3.4845561823460537e-15	J	-13.460465050423847		20.2	0.07
-4657.0	2.3024584309505614e-14	2.9754274879938565e-15	H	-13.637808201900606		19.88	0.07
-4657.0	1.317999272696027e-14	2.428580816098612e-15	K	-13.880084829396173		19.69	0.12
240.0	4.4448401876594235e-13	8.768007337528899e-14	u	-12.35214384928665	2.380211241711606	19.53	0.2
4182.0	1.572302314958751e-19	3.9903258315707017e-20	w1	-18.803463946149474	3.621384028481653	18.9	0.25
