       5979.4180       21.369542       88.025468       0.0000000      -1336776.5
   7.3252372e+08       2.3283765   3.7541147e+09       0.0000000  -9.7337515e+10
       21.369542      0.10130210      0.27821766       0.0000000      -10297.048
       2197130.8    0.0072923579       11260088.       0.0000000  -2.9195370e+08
       88.025468      0.27821766       1.6397213       0.0000000      -3479.9598
       18760763.     0.044788367       96147116.       0.0000000  -2.4929396e+09
       0.0000000       0.0000000       0.0000000       0.0000000       0.0000000
       0.0000000       0.0000000       0.0000000       0.0000000       0.0000000
      -1336776.5      -10297.048      -3479.9598       0.0000000   3.3998409e+09
  -2.7024351e+10      -76.259939  -1.3849717e+11       0.0000000   3.5909960e+12
   7.3252372e+08       2197130.8       18760763.       0.0000000  -2.7024351e+10
   5.9610027e+14       534714.65   3.0549554e+15       0.0000000  -7.9211020e+16
       2.3283765    0.0072923579     0.044788367       0.0000000      -76.259939
       534714.65     0.021330127       2740356.6       0.0000000      -71036103.
   3.7541147e+09       11260088.       96147116.       0.0000000  -1.3849717e+11
   3.0549554e+15       2740356.6   1.5656346e+16       0.0000000  -4.0594870e+17
       0.0000000       0.0000000       0.0000000       0.0000000       0.0000000
       0.0000000       0.0000000       0.0000000       0.0000000       0.0000000
  -9.7337515e+10  -2.9195370e+08  -2.4929396e+09       0.0000000   3.5909960e+12
  -7.9211020e+16      -71036103.  -4.0594870e+17       0.0000000   1.0525722e+19
