H   20.467    0.187
H   19.301    0.058
H   18.808    0.081
H   18.775    0.071
H   18.676    0.073
H   18.547    0.063
H   18.659    0.055
H   18.733    0.084
H   18.985    0.070
H   19.118    0.101
H   19.325    0.055
H   19.444    0.174
H   20.300    0.090
H   20.299    0.079
H   20.207    0.149
H   20.402    0.105
H   21.577    0.341
J   20.979    0.139
J   19.749    0.057
J   19.202    0.078
J   19.128    0.053
J   19.056    0.056
J   19.040    0.065
J   19.285    0.084
J   19.369    0.071
J   19.533    0.058
J   19.562    0.051
J   19.701    0.064
J   19.706    0.084
J   19.790    0.055
J   19.788    0.098
J   19.989    0.111
J   20.712    0.062
J   20.660    0.097
J   20.676    0.087
J   20.726    0.072
J   22.067    0.191
KS   19.296    0.163
KS   18.410    0.124
KS   18.037    0.091
KS   17.985    0.099
KS   17.788    0.078
KS   17.655    0.085
KS   17.669    0.131
KS   17.820    0.115
KS   17.873    0.073
KS   18.084    0.097
KS   18.084    0.098
KS   18.279    0.100
KS   18.140    0.100
KS   18.273    0.106
KS   18.357    0.186
KS   19.154    0.164
KS   19.179    0.144
KS   19.253    0.108
KS   19.449    0.160
KS   20.437    0.192
rr   22.813    0.280
rr   21.865    0.165
rr   21.419    0.126
rr   21.481    0.151
rr   21.979    0.179
rr   22.112    0.238
rr   23.088    0.476
rr   23.526    0.106
rr   24.165    0.106
zz   22.272    0.296
zz   21.103    0.176
zz   20.569    0.091
zz   20.819    0.146
zz   20.982    0.070
zz   21.230    0.185
zz   22.206    0.214
zz   22.107    0.216
zz   23.301    0.252
