z=   2.4500000e+00 0.
TotalEnergy(erg)    9.5707435456339605e+04    1.1651491552464175e+04
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)    1.3253644571446083e+05    1.2003122947974547e+04
Energy2(erg)    6.3674337099356584e+04    1.1909876313945730e+04
T_min_T_max    3.4017390834180986e+02    3.4898840097360471e+03
Interval1    3.4017390834180986e+02    1.8053479424087013e+03
Interval2    1.8053479424087013e+03    3.4898840097360471e+03
