time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
321.85	2.815719566133554e-11	2.523845996740848e-12	u	-11.107521439822866	2.507653513464988	16.61	0.06	manual
28059.0	3.4936200635856663e-13	6.435485983197812e-14	R	-12.703748565630322	4.448072189065087	19.65	0.2	manual
60340.0	1.3729535408729782e-13	2.1996996499291545e-14	g	-13.238517999157231	4.78060530583897	21.54	0.17	manual
60340.0	1.3632159755499124e-13	1.8837507738393806e-14	r	-13.125670642107933	4.78060530583897	20.92	0.15	manual
60340.0	1.4515996617589311e-13	2.1618761910340246e-14	i	-13.031535878994196	4.78060530583897	20.42	0.16	manual
724.84	5.287807945002502e-12	9.740502199022594e-13	R	-11.523748565630322	2.8602421516940604	16.7	0.2	manual
795.71	5.287807945002502e-12	9.740502199022594e-13	R	-11.523748565630322	2.900754816044653	16.7	0.2	manual
865.7	5.287807945002502e-12	9.740502199022594e-13	R	-11.523748565630322	2.9373674175172897	16.7	0.2	manual
934.82	4.3982070772019455e-12	8.101796841492891e-13	R	-11.603748565630324	2.970727995329862	16.9	0.2	manual
1004.8	4.011212528140049e-12	7.388926537700989e-13	R	-11.643748565630323	3.002079626393121	17.0	0.2	manual
1073.92	3.658269304623938e-12	6.73878109358782e-13	R	-11.683748565630324	3.0309719304765688	17.1	0.2	manual
1143.04	4.011212528140049e-12	7.388926537700989e-13	R	-11.643748565630323	3.0580614285364147	17.0	0.2	manual
1212.16	4.3982070772019455e-12	8.101796841492891e-13	R	-11.603748565630324	3.083559948651142	16.9	0.2	manual
1282.14	3.3363812591000456e-12	6.145841401398777e-13	R	-11.723748565630324	3.1079354494478757	17.2	0.2	manual
242452.0	2.4353684021597388e-14	1.5716642361807224e-15	r	-13.873670642107932	5.384625770985597	22.79	0.07	manual
3728.0	1.1848294528540823e-12	2.2193197910274548e-13	g	-12.302517999157232	3.571475903681944	19.2	0.2	manual
3728.0	1.284053967617968e-12	2.365549095893691e-13	Rc	-12.132746534658004	3.571475903681944	18.2	0.2	manual
3728.0	1.5613977077716612e-12	1.496571017127454e-13	Ic	-11.979141485973782	3.571475903681944	17.3	0.1	manual
10824.0	4.134579838887673e-13	8.258454264498568e-14	J	-12.464315590770628	4.034387783589566	17.5	0.2	manual
10824.0	1.1755299092573036e-13	2.0435362686197516e-14	K	-12.964160654992565	4.034387783589566	17.0	0.1	manual
10824.0	1.6991576825418555e-13	5.3214975344578036e-14	K	-12.804160654992565	4.034387783589566	16.6	0.3	manual
5193.0	6.71855184823616e-13	4.9504119463219755e-14	R	-12.419748565630323	3.715418322595056	18.94	0.08	manual
26138.0	2.066691594002961e-13	1.3324453117268498e-14	R	-12.931748565630322	4.417272353627316	20.22	0.07	manual
84704.0	7.930045388169194e-14	5.8430733752206585e-15	R	-13.347748565630324	4.927903919621254	21.26	0.08	manual
167283.0	2.5309040049009266e-14	4.662097466787042e-15	R	-13.843748565630325	5.22345180837826	22.5	0.2	manual
1193.0	2.9761570262770905e-12	5.574679270262544e-13	g	-11.902517999157231	3.076640443670342	18.2	0.2	manual
1193.0	3.2253977385856114e-12	2.9718778770872604e-13	Rc	-11.732746534658004	3.076640443670342	17.2	0.1	manual
1193.0	2.975181997276752e-12	2.8516572847786613e-13	Ic	-11.699141485973785	3.076640443670342	16.6	0.1	manual
974.0	3.678373638155014e-12	2.1047707951209332e-13	g	-11.81051799915723	2.988558956878616	17.97	0.05	manual
974.0	3.6356601260879424e-12	1.0089827321783175e-13	Rc	-11.680746534658004	2.988558956878616	17.07	0.03	manual
974.0	3.4475735288846833e-12	1.3206081791745265e-13	Ic	-11.635141485973785	2.988558956878616	16.44	0.03	manual
12448.0	7.272033007620265e-13	8.408231113027552e-14	g	-12.514517999157231	4.0950995796456136	19.73	0.12	manual
12448.0	4.4114694610752083e-13	4.470888122518085e-14	Rc	-12.596746534658005	4.0950995796456136	19.36	0.11	manual
12448.0	5.266396306004301e-13	5.515480553747207e-14	Ic	-12.451141485973784	4.0950995796456136	18.48	0.11	manual
