Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (Jy)
            649.0000               9.0000    2.2204905821725224e+45    4.9083539143996363e+44
            796.0000              10.0000    1.1026785614580583e+45    3.3514949042127800e+44
           1379.0000              10.0000    1.6689715504118927e+45    3.9966670881696858e+44
           1537.0000              10.0000    2.1401732686066518e+45    4.5336967100562569e+44
           1695.0000              10.0000    2.3466533282163468e+45    4.7549648322242544e+44
           1850.0000               6.5000    1.0433954310337881e+45    4.3245123025673944e+44
           7043.0000              98.5000    8.9217269937137435e+44    9.8606573620219447e+43
          13880.0000             188.5000    9.2565452792302598e+44    7.6730341630194677e+43
          19550.0000             300.0000    1.7476277575203279e+45    8.0481234768265447e+43
          25338.0000             299.5000    1.5504184691223527e+45    7.1399411153515848e+43
          31109.0000             300.0000    1.3257112208950527e+45    7.3261511585395476e+43
          36892.0000             299.5000    1.2895819091246711e+45    7.1264931975055360e+43
          42681.0000             293.5000    1.2315411614363165e+45    6.8057481632797127e+43
          48550.0000             208.0000    1.4806381422265019e+45    8.1823089901335616e+43
          54427.0000             114.5000    1.0433954310337881e+45    9.6100273390386530e+43
          63155.0000              88.5000    7.9149637261127861e+44    1.0205931686715616e+44
         100500.0000             301.5000    4.0406285163220199e+44    4.0937121525737237e+43
         106280.0000             299.5000    4.3898423610723924e+44    4.4475137837622477e+43
         112060.0000             298.5000    4.3495960437970713e+44    4.4067387316977499e+43
         117840.0000             300.0000    4.5967292608764546e+44    4.2337442309301390e+43
         123630.0000             300.0000    3.2392832331642795e+44    3.8785372596832124e+43
         129410.0000             300.5000    3.5192403110097810e+44    3.8896082457952446e+43
         135340.0000             147.0000    3.5846678742714105e+44    5.6127220728083368e+43
         146960.0000             171.0000    2.9815968610704147e+44    5.2176893192765190e+43
         195280.0000             368.5000    1.6689714931474904e+44    3.0743591931071355e+43
         204280.0000              94.5000    1.8986675135142129e+44    1.9236112011715129e+43
         235840.0000             235.5000    1.3628526954892947e+44    3.6401778934664036e+43
         288290.0000             775.0000    1.3379778300685943e+44    1.9717170527760032e+43
         331760.0000            1120.0000    9.6927924922879746e+43    1.6069305704205190e+43
         397970.0000            1570.0000    8.6785848630852080e+43    1.2789235653950659e+43
         487880.0000            1490.0000    6.8304436526293081e+43    1.2582142548677705e+43
         663250.0000            4415.0000    2.5029311683951238e+43    6.9158545956571812e+42
